state_abbreviation,state_name,reporting_month,reporting_year,preliminary_or_updated,final_report,total_medicaid_and_chip_enrollment,total_medicaid_enrollment,total_chip_enrollment,medicaid_and_chip_child_enrollment,total_adult_medicaid_enrollment,new_applications_submitted_to_medicaid_and_chip_agencies,total_applications_for_financial_assistance_submitted_at_state_level,individuals_determined_eligible_for_medicaid_at_application,individuals_determined_eligible_for_chip_at_application,total_medicaid_and_chip_determinations
NE,Nebraska,2026-01-01,2026,U,Y,337564.0,299885.0,37679.0,173317.0,164247.0,10994.0,10994.0,6994.0,1148.0,8142.0
NE,Nebraska,2026-02-01,2026,P,N,333666.0,296393.0,37273.0,171311.0,162355.0,8741.0,8741.0,6501.0,811.0,7312.0
NH,New Hampshire,2025-03-01,2025,U,Y,188266.0,168922.0,19344.0,91097.0,97169.0,4216.0,4216.0,2778.0,294.0,3072.0
NH,New Hampshire,2025-04-01,2025,U,Y,187860.0,168488.0,19372.0,90921.0,96939.0,4268.0,4268.0,2758.0,372.0,3130.0
NH,New Hampshire,2025-05-01,2025,U,Y,187021.0,167632.0,19389.0,90719.0,96302.0,4203.0,4203.0,2743.0,375.0,3118.0
NH,New Hampshire,2025-06-01,2025,U,Y,186006.0,166937.0,19069.0,90409.0,95597.0,4116.0,4116.0,2713.0,269.0,2982.0
NH,New Hampshire,2025-07-01,2025,U,Y,185960.0,166903.0,19057.0,90268.0,95692.0,5024.0,5024.0,3255.0,390.0,3645.0
NH,New Hampshire,2025-08-01,2025,U,Y,183946.0,164820.0,19126.0,89844.0,94102.0,4845.0,4845.0,3188.0,381.0,3569.0
NH,New Hampshire,2025-09-01,2025,U,Y,181858.0,162604.0,19254.0,89094.0,92764.0,5398.0,5398.0,3434.0,455.0,3889.0
NH,New Hampshire,2025-10-01,2025,U,Y,180045.0,160893.0,19152.0,88271.0,91774.0,5830.0,5830.0,3604.0,525.0,4129.0
NH,New Hampshire,2025-11-01,2025,U,Y,178670.0,159398.0,19272.0,87620.0,91050.0,4709.0,4709.0,3997.0,532.0,4529.0
NH,New Hampshire,2025-12-01,2025,U,Y,177423.0,158237.0,19186.0,87038.0,90385.0,5676.0,5676.0,5075.0,793.0,5868.0
NH,New Hampshire,2026-01-01,2026,U,Y,175408.0,156365.0,19043.0,86359.0,89049.0,5923.0,5923.0,4114.0,579.0,4693.0
NH,New Hampshire,2026-02-01,2026,P,N,172022.0,153037.0,18985.0,85181.0,86841.0,5132.0,5132.0,3273.0,389.0,3662.0
NJ,New Jersey,2025-03-01,2025,U,Y,1810539.0,1551755.0,258784.0,832124.0,978415.0,30799.0,37610.0,39352.0,7709.0,47061.0
NJ,New Jersey,2025-04-01,2025,U,Y,1812275.0,1551352.0,260923.0,834906.0,977369.0,27997.0,34582.0,31586.0,7830.0,39416.0
NJ,New Jersey,2025-05-01,2025,U,Y,1808396.0,1547512.0,260884.0,833358.0,975038.0,28783.0,35299.0,27596.0,6198.0,33794.0
NJ,New Jersey,2025-06-01,2025,U,Y,1785639.0,1525454.0,260185.0,824916.0,960723.0,21162.0,27137.0,22186.0,4354.0,26540.0
NJ,New Jersey,2025-07-01,2025,U,Y,1769135.0,1509832.0,259303.0,817576.0,951559.0,33484.0,39617.0,20687.0,1647.0,22334.0
NJ,New Jersey,2025-08-01,2025,U,Y,1767650.0,1507519.0,260131.0,816646.0,951004.0,27455.0,33252.0,21209.0,2148.0,23357.0
NJ,New Jersey,2025-09-01,2025,U,Y,1772830.0,1511726.0,261104.0,818929.0,953901.0,19677.0,25774.0,23687.0,2415.0,26102.0
NJ,New Jersey,2025-10-01,2025,U,Y,1772553.0,1511559.0,260994.0,819559.0,952994.0,25313.0,31084.0,24488.0,2668.0,27156.0
NJ,New Jersey,2025-11-01,2025,U,Y,1775442.0,1514284.0,261158.0,821213.0,954229.0,3604.0,28044.0,21915.0,3133.0,25048.0
NJ,New Jersey,2025-12-01,2025,U,Y,1767641.0,1507882.0,259759.0,816670.0,950971.0,5247.0,32940.0,25141.0,3694.0,28835.0
NJ,New Jersey,2026-01-01,2026,U,Y,1765579.0,1507153.0,258426.0,814000.0,951579.0,15885.0,36256.0,26830.0,5411.0,32241.0
NJ,New Jersey,2026-02-01,2026,P,N,1739068.0,1482629.0,256439.0,801330.0,937738.0,19991.0,30014.0,22245.0,3403.0,25648.0
NM,New Mexico,2025-03-01,2025,U,Y,714262.0,669441.0,44821.0,320010.0,394252.0,14138.0,14138.0,11825.0,303.0,12128.0
NM,New Mexico,2025-04-01,2025,U,Y,710463.0,668838.0,41625.0,317654.0,392809.0,14002.0,14002.0,13135.0,352.0,13487.0
NM,New Mexico,2025-05-01,2025,U,Y,702063.0,660228.0,41835.0,315026.0,387037.0,13373.0,13373.0,13719.0,419.0,14138.0
NM,New Mexico,2025-06-01,2025,U,Y,697723.0,655866.0,41857.0,313663.0,384060.0,13475.0,13475.0,14026.0,382.0,14408.0
NM,New Mexico,2025-07-01,2025,U,Y,694763.0,652578.0,42185.0,312931.0,381832.0,13967.0,13967.0,14875.0,401.0,15276.0
NM,New Mexico,2025-08-01,2025,U,Y,690503.0,648150.0,42353.0,311449.0,379054.0,13987.0,13987.0,14692.0,416.0,15108.0
NM,New Mexico,2025-09-01,2025,U,Y,689106.0,646450.0,42656.0,311177.0,377929.0,13999.0,13999.0,14028.0,373.0,14401.0
NM,New Mexico,2025-10-01,2025,U,Y,687427.0,644329.0,43098.0,310526.0,376901.0,13458.0,13458.0,13377.0,351.0,13728.0
NM,New Mexico,2025-11-01,2025,U,Y,683227.0,640061.0,43166.0,308899.0,374328.0,11165.0,11165.0,10556.0,259.0,10815.0
NM,New Mexico,2025-12-01,2025,U,Y,682701.0,638988.0,43713.0,308545.0,374156.0,13059.0,13059.0,14075.0,416.0,14491.0
NM,New Mexico,2026-01-01,2026,U,Y,681756.0,637738.0,44018.0,307948.0,373808.0,14440.0,14440.0,13955.0,380.0,14335.0
NM,New Mexico,2026-02-01,2026,P,N,680107.0,636198.0,43909.0,307319.0,372788.0,12375.0,12375.0,12402.0,322.0,12724.0
NV,Nevada,2025-03-01,2025,U,Y,772211.0,719195.0,53016.0,331974.0,440237.0,17237.0,18375.0,9090.0,40.0,9130.0
NV,Nevada,2025-04-01,2025,U,Y,770180.0,718076.0,52104.0,331466.0,438714.0,18023.0,19134.0,9081.0,40.0,9121.0
NV,Nevada,2025-05-01,2025,U,Y,766543.0,714910.0,51633.0,330378.0,436165.0,16961.0,17972.0,8526.0,33.0,8559.0
NV,Nevada,2025-06-01,2025,U,Y,755561.0,704584.0,50977.0,327212.0,428349.0,17284.0,18162.0,8742.0,29.0,8771.0
NV,Nevada,2025-07-01,2025,U,Y,749193.0,699556.0,49637.0,324387.0,424806.0,17268.0,18171.0,7969.0,23.0,7992.0
NV,Nevada,2025-08-01,2025,U,Y,742475.0,693668.0,48807.0,321988.0,420487.0,14169.0,15044.0,7196.0,33.0,7229.0
NV,Nevada,2025-09-01,2025,U,Y,738352.0,689962.0,48390.0,320624.0,417728.0,15013.0,16122.0,7747.0,31.0,7778.0
NV,Nevada,2025-10-01,2025,U,Y,742058.0,694145.0,47913.0,320581.0,421477.0,15737.0,16740.0,8223.0,30.0,8253.0
NV,Nevada,2025-11-01,2025,U,Y,727457.0,679632.0,47825.0,316500.0,410957.0,19108.0,26539.0,6701.0,33.0,6734.0
NV,Nevada,2025-12-01,2025,U,Y,726387.0,679311.0,47076.0,315744.0,410643.0,19836.0,30606.0,8188.0,39.0,8227.0
NV,Nevada,2026-01-01,2026,U,Y,728133.0,680798.0,47335.0,315938.0,412195.0,18071.0,20669.0,8421.0,28.0,8449.0
NV,Nevada,2026-02-01,2026,P,N,727300.0,680222.0,47078.0,314810.0,412490.0,15020.0,16077.0,8584.0,33.0,8617.0
NY,New York,2025-03-01,2025,U,Y,6610162.0,5929535.0,680627.0,2469905.0,4140257.0,0.0,585969.0,108302.0,5663.0,113965.0
NY,New York,2025-04-01,2025,U,Y,6616210.0,5935321.0,680889.0,2475382.0,4140828.0,0.0,548624.0,115422.0,5250.0,120672.0
NY,New York,2025-05-01,2025,U,Y,6606942.0,5928101.0,678841.0,2471461.0,4135481.0,0.0,508056.0,112121.0,5990.0,118111.0
NY,New York,2025-06-01,2025,U,Y,6591502.0,5912933.0,678569.0,2471304.0,4120198.0,0.0,502320.0,103006.0,5227.0,108233.0
NY,New York,2025-07-01,2025,U,Y,6551887.0,5875131.0,676756.0,2461016.0,4090871.0,0.0,532762.0,97649.0,5221.0,102870.0
NY,New York,2025-08-01,2025,U,Y,6558504.0,5883536.0,674968.0,2466810.0,4091694.0,0.0,500480.0,104169.0,5292.0,109461.0
NY,New York,2025-09-01,2025,U,Y,6545793.0,5873147.0,672646.0,2468914.0,4076879.0,0.0,546713.0,100486.0,5733.0,106219.0
NY,New York,2025-10-01,2025,U,Y,6539403.0,5868490.0,670913.0,2472588.0,4066815.0,0.0,547448.0,105261.0,5641.0,110902.0
NY,New York,2025-11-01,2025,U,Y,6561223.0,5894332.0,666891.0,2476281.0,4084942.0,0.0,501426.0,100166.0,5707.0,105873.0
NY,New York,2025-12-01,2025,U,Y,6550143.0,5887318.0,662825.0,2469038.0,4081105.0,0.0,621754.0,100492.0,5412.0,105904.0
NY,New York,2026-01-01,2026,U,Y,6499018.0,5839086.0,659932.0,2455173.0,4043845.0,0.0,581081.0,110015.0,5728.0,115743.0
NY,New York,2026-02-01,2026,P,N,6423072.0,5765633.0,657439.0,2433605.0,3989467.0,0.0,588083.0,110858.0,6118.0,116976.0
OH,Ohio,2025-03-01,2025,U,Y,2813897.0,2571272.0,242625.0,1207335.0,1606562.0,72166.0,72166.0,38551.0,2485.0,41036.0
OH,Ohio,2025-04-01,2025,U,Y,2802277.0,2561911.0,240366.0,1204292.0,1597985.0,69126.0,69126.0,38595.0,2410.0,41005.0
OH,Ohio,2025-05-01,2025,U,Y,2797622.0,2557516.0,240106.0,1203917.0,1593705.0,66229.0,66229.0,34794.0,2058.0,36852.0
OH,Ohio,2025-06-01,2025,U,Y,2790508.0,2550678.0,239830.0,1202153.0,1588355.0,66125.0,66125.0,33446.0,1987.0,35433.0
OH,Ohio,2025-07-01,2025,U,Y,2777854.0,2538501.0,239353.0,1198139.0,1579715.0,71093.0,71093.0,34425.0,2109.0,36534.0
OH,Ohio,2025-08-01,2025,U,Y,2781898.0,2541724.0,240174.0,1195976.0,1585922.0,68217.0,68217.0,32670.0,2048.0,34718.0
OH,Ohio,2025-09-01,2025,U,Y,2775847.0,2534444.0,241403.0,1196251.0,1579596.0,71461.0,71461.0,32540.0,2019.0,34559.0
OH,Ohio,2025-10-01,2025,U,Y,2768467.0,2525747.0,242720.0,1192630.0,1575837.0,66364.0,66364.0,32875.0,2078.0,34953.0
OH,Ohio,2025-11-01,2025,U,Y,2751300.0,2508352.0,242948.0,1184723.0,1566577.0,66539.0,66539.0,24483.0,1504.0,25987.0
OH,Ohio,2025-12-01,2025,U,Y,2729099.0,2486762.0,242337.0,1174157.0,1554942.0,80868.0,80868.0,30737.0,1876.0,32613.0
OH,Ohio,2026-01-01,2026,U,Y,2698937.0,2456737.0,242200.0,1163012.0,1535925.0,77279.0,77279.0,31805.0,2082.0,33887.0
OH,Ohio,2026-02-01,2026,P,N,2681863.0,2439802.0,242061.0,1153381.0,1528482.0,68183.0,68183.0,32851.0,2423.0,35274.0
OK,Oklahoma,2025-03-01,2025,U,Y,979463.0,896265.0,83198.0,516002.0,463461.0,54723.0,54723.0,80653.0,9081.0,89734.0
OK,Oklahoma,2025-04-01,2025,U,Y,993802.0,912502.0,81300.0,519085.0,474717.0,53896.0,53896.0,80613.0,9046.0,89659.0
OK,Oklahoma,2025-05-01,2025,U,Y,1010069.0,929813.0,80256.0,522521.0,487548.0,54652.0,54652.0,84255.0,8985.0,93240.0
OK,Oklahoma,2025-06-01,2025,U,Y,1008700.0,933812.0,74888.0,523026.0,485674.0,53846.0,53846.0,81560.0,8802.0,90362.0
OK,Oklahoma,2025-07-01,2025,U,Y,1002153.0,929044.0,73109.0,521694.0,480459.0,54418.0,54418.0,81831.0,9270.0,91101.0
OK,Oklahoma,2025-08-01,2025,U,Y,992278.0,917491.0,74787.0,521111.0,471167.0,54552.0,54552.0,81684.0,9528.0,91212.0
OK,Oklahoma,2025-09-01,2025,U,Y,989984.0,910072.0,79912.0,520695.0,469289.0,44588.0,44588.0,72389.0,9551.0,81940.0
OK,Oklahoma,2025-10-01,2025,U,Y,989060.0,919727.0,69333.0,516707.0,472353.0,44038.0,44038.0,68135.0,7755.0,75890.0
OK,Oklahoma,2025-11-01,2025,U,Y,987037.0,913130.0,73907.0,511329.0,475708.0,39738.0,39738.0,68575.0,9432.0,78007.0
OK,Oklahoma,2025-12-01,2025,U,Y,968050.0,889045.0,79005.0,507825.0,460225.0,45458.0,45458.0,71025.0,8969.0,79994.0
OK,Oklahoma,2026-01-01,2026,U,Y,966557.0,891840.0,74717.0,503117.0,463440.0,47739.0,47739.0,71781.0,12436.0,84217.0
OK,Oklahoma,2026-02-01,2026,P,N,968741.0,890835.0,77906.0,500957.0,467784.0,43746.0,43746.0,66741.0,9115.0,75856.0
OR,Oregon,2025-03-01,2025,U,Y,1310574.0,1120280.0,190294.0,481369.0,829205.0,14163.0,14163.0,205039.0,18854.0,223893.0
OR,Oregon,2025-04-01,2025,U,Y,1315595.0,1126114.0,189481.0,480869.0,834726.0,14242.0,14242.0,197164.0,17847.0,215011.0
OR,Oregon,2025-05-01,2025,U,Y,1319921.0,1130366.0,189555.0,480638.0,839283.0,13179.0,13179.0,188439.0,17782.0,206221.0
OR,Oregon,2025-06-01,2025,U,Y,1324553.0,1135009.0,189544.0,480354.0,844199.0,13515.0,13515.0,180453.0,18812.0,199265.0
OR,Oregon,2025-07-01,2025,U,Y,1317200.0,1130081.0,187119.0,477591.0,839609.0,14074.0,14074.0,204721.0,21863.0,226584.0
OR,Oregon,2025-08-01,2025,U,Y,1310037.0,1125335.0,184702.0,474888.0,835149.0,13854.0,13854.0,179978.0,19062.0,199040.0
OR,Oregon,2025-09-01,2025,U,Y,1309058.0,1125025.0,184033.0,474215.0,834843.0,15251.0,15251.0,212204.0,21898.0,234102.0
OR,Oregon,2025-10-01,2025,U,Y,1308135.0,1124118.0,184017.0,473392.0,834743.0,14450.0,14450.0,205967.0,21070.0,227037.0
OR,Oregon,2025-11-01,2025,U,Y,1308255.0,1124039.0,184216.0,472263.0,835992.0,12507.0,12507.0,179324.0,20348.0,199672.0
OR,Oregon,2025-12-01,2025,U,Y,1308432.0,1123951.0,184481.0,472156.0,836276.0,15450.0,15450.0,401111.0,26296.0,427407.0
OR,Oregon,2026-01-01,2026,U,Y,1302137.0,1117586.0,184551.0,471919.0,830218.0,16593.0,16593.0,217380.0,24104.0,241484.0
OR,Oregon,2026-02-01,2026,P,N,1288913.0,1106086.0,182827.0,469532.0,819381.0,14152.0,14152.0,200686.0,22842.0,223528.0
PA,Pennsylvania,2025-03-01,2025,U,Y,3101521.0,2808943.0,292578.0,1458736.0,1642785.0,100851.0,106566.0,115945.0,12418.0,128363.0
PA,Pennsylvania,2025-04-01,2025,U,Y,3097376.0,2807525.0,289851.0,1454631.0,1642745.0,99580.0,106666.0,116235.0,12496.0,128731.0
PA,Pennsylvania,2025-05-01,2025,U,Y,3077895.0,2788645.0,289250.0,1447035.0,1630860.0,91719.0,97086.0,102498.0,10998.0,113496.0
PA,Pennsylvania,2025-06-01,2025,U,Y,3053056.0,2771907.0,281149.0,1433250.0,1619806.0,87960.0,93027.0,88668.0,8995.0,97663.0
PA,Pennsylvania,2025-07-01,2025,U,Y,3054730.0,2774744.0,279986.0,1433156.0,1621574.0,96987.0,102646.0,100477.0,10174.0,110651.0
PA,Pennsylvania,2025-08-01,2025,U,Y,3042995.0,2762788.0,280207.0,1429763.0,1613232.0,94664.0,100425.0,92368.0,9660.0,102028.0
PA,Pennsylvania,2025-09-01,2025,U,Y,3037911.0,2757077.0,280834.0,1427517.0,1610394.0,100758.0,106330.0,106539.0,11255.0,117794.0
PA,Pennsylvania,2025-10-01,2025,U,Y,3032947.0,2750634.0,282313.0,1426012.0,1606935.0,91447.0,116843.0,107075.0,12344.0,119419.0
PA,Pennsylvania,2025-11-01,2025,U,Y,3011909.0,2732233.0,279676.0,1415229.0,1596680.0,80353.0,152914.0,84320.0,11817.0,96137.0
PA,Pennsylvania,2025-12-01,2025,U,Y,3005350.0,2724282.0,281068.0,1411573.0,1593777.0,102465.0,125140.0,118956.0,16129.0,135085.0
PA,Pennsylvania,2026-01-01,2026,U,Y,3019296.0,2735637.0,283659.0,1416720.0,1602576.0,107565.0,118958.0,125061.0,14683.0,139744.0
PA,Pennsylvania,2026-02-01,2026,P,N,2994399.0,2715845.0,278554.0,1405664.0,1588735.0,95091.0,101139.0,77390.0,8185.0,85575.0
RI,Rhode Island,2025-03-01,2025,U,Y,317723.0,284846.0,32877.0,124877.0,192846.0,1531.0,1531.0,1636.0,173.0,1809.0
RI,Rhode Island,2025-04-01,2025,U,Y,318588.0,285386.0,33202.0,124749.0,193839.0,1589.0,1589.0,1722.0,215.0,1937.0
RI,Rhode Island,2025-05-01,2025,U,Y,317946.0,285523.0,32423.0,123690.0,194256.0,1564.0,1564.0,1661.0,200.0,1861.0
RI,Rhode Island,2025-06-01,2025,U,Y,313733.0,281007.0,32726.0,122230.0,191503.0,1594.0,1594.0,1809.0,229.0,2038.0
RI,Rhode Island,2025-07-01,2025,U,Y,307370.0,273694.0,33676.0,121375.0,185995.0,1715.0,1715.0,1886.0,215.0,2101.0
RI,Rhode Island,2025-08-01,2025,U,Y,305293.0,272057.0,33236.0,120645.0,184648.0,1594.0,1594.0,1692.0,162.0,1854.0
RI,Rhode Island,2025-09-01,2025,U,Y,304391.0,271469.0,32922.0,119778.0,184613.0,1693.0,1693.0,2031.0,229.0,2260.0
RI,Rhode Island,2025-10-01,2025,U,Y,304076.0,271087.0,32989.0,119420.0,184656.0,1548.0,1548.0,1697.0,204.0,1901.0
RI,Rhode Island,2025-11-01,2025,U,Y,297814.0,263719.0,34095.0,118934.0,178880.0,1618.0,1618.0,1755.0,189.0,1944.0
RI,Rhode Island,2025-12-01,2025,U,Y,298497.0,264836.0,33661.0,118804.0,179693.0,1911.0,1911.0,2145.0,242.0,2387.0
RI,Rhode Island,2026-01-01,2026,U,Y,295091.0,261086.0,34005.0,114353.0,180738.0,2137.0,2137.0,2496.0,314.0,2810.0
RI,Rhode Island,2026-02-01,2026,P,N,286204.0,251044.0,35160.0,113265.0,172939.0,1441.0,1441.0,1764.0,230.0,1994.0
SC,South Carolina,2025-03-01,2025,U,Y,1060197.0,951171.0,109026.0,647256.0,412941.0,16845.0,16845.0,4438.0,229.0,4667.0
SC,South Carolina,2025-04-01,2025,U,Y,1059225.0,949739.0,109486.0,646843.0,412382.0,17232.0,17232.0,4332.0,197.0,4529.0
SC,South Carolina,2025-05-01,2025,U,Y,1044110.0,934119.0,109991.0,642051.0,402059.0,14904.0,14904.0,3613.0,196.0,3809.0
SC,South Carolina,2025-06-01,2025,U,Y,1037384.0,927687.0,109697.0,638750.0,398634.0,17025.0,17025.0,4010.0,184.0,4194.0
SC,South Carolina,2025-07-01,2025,U,Y,1034953.0,924280.0,110673.0,637389.0,397564.0,16600.0,16600.0,4199.0,258.0,4457.0
SC,South Carolina,2025-08-01,2025,U,Y,1029840.0,918535.0,111305.0,633864.0,395976.0,16258.0,16258.0,3951.0,253.0,4204.0
SC,South Carolina,2025-09-01,2025,U,Y,1021467.0,909458.0,112009.0,628858.0,392609.0,16204.0,16204.0,4169.0,208.0,4377.0
SC,South Carolina,2025-10-01,2025,U,Y,1013659.0,901217.0,112442.0,624630.0,389029.0,15978.0,15978.0,3978.0,236.0,4214.0
SC,South Carolina,2025-11-01,2025,U,Y,1007906.0,894171.0,113735.0,621379.0,386527.0,14079.0,14079.0,3918.0,342.0,4260.0
SC,South Carolina,2025-12-01,2025,U,Y,1001029.0,886368.0,114661.0,617853.0,383176.0,15577.0,15577.0,4693.0,507.0,5200.0
SC,South Carolina,2026-01-01,2026,U,Y,973021.0,859665.0,113356.0,603148.0,369873.0,16487.0,16487.0,4182.0,290.0,4472.0
SC,South Carolina,2026-02-01,2026,P,N,967113.0,853622.0,113491.0,599752.0,367361.0,15422.0,15422.0,3330.0,196.0,3526.0
SD,South Dakota,2025-03-01,2025,U,Y,144264.0,128040.0,16224.0,81494.0,62770.0,4718.0,4718.0,8008.0,970.0,8978.0
SD,South Dakota,2025-04-01,2025,U,Y,142487.0,126750.0,15737.0,80810.0,61677.0,4407.0,4407.0,7083.0,819.0,7902.0
SD,South Dakota,2025-05-01,2025,U,Y,140819.0,125478.0,15341.0,79935.0,60884.0,4367.0,4367.0,7078.0,776.0,7854.0
SD,South Dakota,2025-06-01,2025,U,Y,139653.0,124650.0,15003.0,79052.0,60601.0,4437.0,4437.0,7315.0,806.0,8121.0
SD,South Dakota,2025-07-01,2025,U,Y,139110.0,124421.0,14689.0,78605.0,60505.0,4483.0,4483.0,7515.0,888.0,8403.0
SD,South Dakota,2025-08-01,2025,U,Y,136904.0,122863.0,14041.0,76950.0,59954.0,4217.0,4217.0,7873.0,907.0,8780.0
SD,South Dakota,2025-09-01,2025,U,Y,136318.0,122307.0,14011.0,76697.0,59621.0,4674.0,4674.0,7923.0,936.0,8859.0
SD,South Dakota,2025-10-01,2025,U,Y,136919.0,122794.0,14125.0,76908.0,60011.0,4457.0,4457.0,7963.0,957.0,8920.0
SD,South Dakota,2025-11-01,2025,U,Y,136379.0,122031.0,14348.0,76536.0,59843.0,3648.0,3648.0,6875.0,915.0,7790.0
SD,South Dakota,2025-12-01,2025,U,Y,136509.0,122091.0,14418.0,76384.0,60125.0,4146.0,4146.0,7195.0,972.0,8167.0
SD,South Dakota,2026-01-01,2026,U,Y,136524.0,122120.0,14404.0,76440.0,60084.0,4832.0,4832.0,12096.0,874.0,12970.0
SD,South Dakota,2026-02-01,2026,P,N,137536.0,122936.0,14600.0,76579.0,60957.0,4303.0,4303.0,16749.0,1489.0,18238.0
TN,Tennessee,2025-03-01,2025,U,Y,1445222.0,1270089.0,175133.0,852334.0,592888.0,36268.0,36268.0,10785.0,1970.0,12755.0
TN,Tennessee,2025-04-01,2025,U,Y,1441774.0,1265926.0,175848.0,852181.0,589593.0,33955.0,33955.0,10992.0,1971.0,12963.0
TN,Tennessee,2025-05-01,2025,U,Y,1439118.0,1262471.0,176647.0,851420.0,587698.0,31257.0,31257.0,9806.0,1708.0,11514.0
TN,Tennessee,2025-06-01,2025,U,Y,1436320.0,1258067.0,178253.0,849630.0,586690.0,30224.0,30224.0,9818.0,1748.0,11566.0
TN,Tennessee,2025-07-01,2025,U,Y,1438184.0,1258608.0,179576.0,851041.0,587143.0,32261.0,32261.0,10831.0,1818.0,12649.0
TN,Tennessee,2025-08-01,2025,U,Y,1435315.0,1254112.0,181203.0,849901.0,585414.0,32582.0,32582.0,9796.0,1725.0,11521.0
TN,Tennessee,2025-09-01,2025,U,Y,1434452.0,1251458.0,182994.0,849660.0,584792.0,31418.0,31418.0,10365.0,1909.0,12274.0
TN,Tennessee,2025-10-01,2025,U,Y,1424658.0,1241101.0,183557.0,843613.0,581045.0,31757.0,31757.0,9833.0,1752.0,11585.0
TN,Tennessee,2025-11-01,2025,U,Y,1416620.0,1233717.0,182903.0,837643.0,578977.0,27746.0,27746.0,8144.0,1726.0,9870.0
TN,Tennessee,2025-12-01,2025,U,Y,1409733.0,1226436.0,183297.0,833988.0,575745.0,32812.0,32812.0,10211.0,2164.0,12375.0
TN,Tennessee,2026-01-01,2026,U,Y,1410352.0,1227352.0,183000.0,834750.0,575602.0,36181.0,36181.0,9850.0,1879.0,11729.0
TN,Tennessee,2026-02-01,2026,P,N,1401142.0,1223332.0,177810.0,828632.0,572510.0,30669.0,30669.0,9716.0,2096.0,11812.0
TX,Texas,2025-03-01,2025,U,Y,4204178.0,3855585.0,348593.0,3216072.0,988106.0,122923.0,122923.0,67953.0,10191.0,78144.0
TX,Texas,2025-04-01,2025,U,Y,4212692.0,3862541.0,350151.0,3224175.0,988517.0,128032.0,128032.0,72377.0,9744.0,82121.0
TX,Texas,2025-05-01,2025,U,Y,4204878.0,3856349.0,348529.0,3219327.0,985551.0,121838.0,121838.0,65315.0,8513.0,73828.0
TX,Texas,2025-06-01,2025,U,Y,4191556.0,3845473.0,346083.0,3206237.0,985319.0,122317.0,122317.0,59225.0,7741.0,66966.0
TX,Texas,2025-07-01,2025,U,Y,4200014.0,3854537.0,345477.0,3211570.0,988444.0,130775.0,130775.0,64764.0,7882.0,72646.0
TX,Texas,2025-08-01,2025,U,Y,4192882.0,3847392.0,345490.0,3206966.0,985916.0,122246.0,122246.0,62017.0,7754.0,69771.0
TX,Texas,2025-09-01,2025,U,Y,4198271.0,3851991.0,346280.0,3208735.0,989536.0,119573.0,119573.0,59113.0,7882.0,66995.0
TX,Texas,2025-10-01,2025,U,Y,4168710.0,3821947.0,346763.0,3181073.0,987637.0,111374.0,111374.0,60002.0,7721.0,67723.0
TX,Texas,2025-11-01,2025,U,Y,4123943.0,3776984.0,346959.0,3144124.0,979819.0,193458.0,193458.0,44304.0,5882.0,50186.0
TX,Texas,2025-12-01,2025,U,Y,4111374.0,3764587.0,346787.0,3130780.0,980594.0,177535.0,177535.0,52168.0,7257.0,59425.0
TX,Texas,2026-01-01,2026,U,Y,4067374.0,3720197.0,347177.0,3091756.0,975618.0,125157.0,125157.0,56302.0,6921.0,63223.0
TX,Texas,2026-02-01,2026,P,N,3997752.0,3651928.0,345824.0,3038945.0,958807.0,98889.0,98889.0,52516.0,6773.0,59289.0
UT,Utah,2025-03-01,2025,U,Y,344200.0,308052.0,36148.0,174923.0,169277.0,25214.0,25214.0,57362.0,0.0,57362.0
UT,Utah,2025-04-01,2025,U,Y,341957.0,305958.0,35999.0,174090.0,167867.0,24146.0,24146.0,38224.0,0.0,38224.0
UT,Utah,2025-05-01,2025,U,Y,340844.0,304927.0,35917.0,173567.0,167277.0,25132.0,25132.0,46267.0,0.0,46267.0
UT,Utah,2025-06-01,2025,U,Y,339725.0,303645.0,36080.0,173309.0,166416.0,24348.0,24348.0,34972.0,0.0,34972.0
UT,Utah,2025-07-01,2025,U,Y,339046.0,303265.0,35781.0,173249.0,165797.0,25660.0,25660.0,33459.0,0.0,33459.0
UT,Utah,2025-08-01,2025,U,Y,339044.0,303173.0,35871.0,172867.0,166177.0,26408.0,26408.0,54142.0,0.0,54142.0
UT,Utah,2025-09-01,2025,U,Y,337687.0,302064.0,35623.0,172014.0,165673.0,26461.0,26461.0,37285.0,0.0,37285.0
UT,Utah,2025-10-01,2025,U,Y,335404.0,300108.0,35296.0,170579.0,164825.0,21572.0,21572.0,34963.0,0.0,34963.0
UT,Utah,2025-11-01,2025,U,Y,334123.0,298758.0,35365.0,169358.0,164765.0,31574.0,31574.0,41789.0,0.0,41789.0
UT,Utah,2025-12-01,2025,U,Y,332396.0,297414.0,34982.0,168160.0,164236.0,35508.0,35508.0,32429.0,0.0,32429.0
UT,Utah,2026-01-01,2026,U,Y,331619.0,296528.0,35091.0,166822.0,164797.0,31394.0,31394.0,44415.0,0.0,44415.0
UT,Utah,2026-02-01,2026,P,N,326311.0,291629.0,34682.0,163819.0,162492.0,24547.0,24547.0,38624.0,0.0,38624.0
VA,Virginia,2025-03-01,2025,U,Y,1793436.0,1590758.0,202678.0,854924.0,938512.0,31832.0,34758.0,27061.0,2150.0,29211.0
VA,Virginia,2025-04-01,2025,U,Y,1780997.0,1579352.0,201645.0,849225.0,931772.0,34384.0,37396.0,24298.0,1982.0,26280.0
