state_abbreviation,state_name,reporting_month,reporting_year,preliminary_or_updated,final_report,total_medicaid_and_chip_enrollment,total_medicaid_enrollment,total_chip_enrollment,medicaid_and_chip_child_enrollment,total_adult_medicaid_enrollment,new_applications_submitted_to_medicaid_and_chip_agencies,total_applications_for_financial_assistance_submitted_at_state_level,individuals_determined_eligible_for_medicaid_at_application,individuals_determined_eligible_for_chip_at_application,total_medicaid_and_chip_determinations
VA,Virginia,2025-05-01,2025,U,Y,1754761.0,1555890.0,198871.0,837984.0,916777.0,32129.0,35269.0,27187.0,2180.0,29367.0
VA,Virginia,2025-06-01,2025,U,Y,1737098.0,1539273.0,197825.0,830668.0,906430.0,30108.0,32977.0,26054.0,2040.0,28094.0
VA,Virginia,2025-07-01,2025,U,Y,1723777.0,1526616.0,197161.0,825028.0,898749.0,32280.0,35150.0,24327.0,1938.0,26265.0
VA,Virginia,2025-08-01,2025,U,Y,1713390.0,1517188.0,196202.0,820129.0,893261.0,31749.0,34835.0,23412.0,1829.0,25241.0
VA,Virginia,2025-09-01,2025,U,Y,1707737.0,1512223.0,195514.0,816462.0,891275.0,32566.0,35833.0,24979.0,1969.0,26948.0
VA,Virginia,2025-10-01,2025,U,Y,1698230.0,1503428.0,194802.0,811706.0,886524.0,31126.0,34240.0,24883.0,1882.0,26765.0
VA,Virginia,2025-11-01,2025,U,Y,1698956.0,1503054.0,195902.0,811411.0,887545.0,31739.0,44337.0,24838.0,1986.0,26824.0
VA,Virginia,2025-12-01,2025,U,Y,1690652.0,1495172.0,195480.0,807334.0,883318.0,34281.0,44297.0,24167.0,2193.0,26360.0
VA,Virginia,2026-01-01,2026,U,Y,1686188.0,1491459.0,194729.0,805312.0,880876.0,36370.0,43904.0,27339.0,2680.0,30019.0
VA,Virginia,2026-02-01,2026,P,N,1660787.0,1469914.0,190873.0,793061.0,867726.0,31961.0,35271.0,26744.0,2318.0,29062.0
VT,Vermont,2025-03-01,2025,U,Y,157441.0,152101.0,5340.0,59156.0,98285.0,2211.0,3579.0,2729.0,102.0,2831.0
VT,Vermont,2025-04-01,2025,U,Y,157141.0,151766.0,5375.0,59082.0,98059.0,2180.0,3424.0,3103.0,111.0,3214.0
VT,Vermont,2025-05-01,2025,U,Y,156150.0,150737.0,5413.0,58826.0,97324.0,2038.0,3587.0,2929.0,127.0,3056.0
VT,Vermont,2025-06-01,2025,U,Y,155323.0,149943.0,5380.0,58638.0,96685.0,1870.0,3670.0,2916.0,158.0,3074.0
VT,Vermont,2025-07-01,2025,U,Y,154784.0,149450.0,5334.0,58437.0,96347.0,2718.0,4598.0,3145.0,168.0,3313.0
VT,Vermont,2025-08-01,2025,U,Y,154415.0,149044.0,5371.0,58348.0,96067.0,3045.0,4236.0,3408.0,132.0,3540.0
VT,Vermont,2025-09-01,2025,U,Y,153802.0,148404.0,5398.0,58144.0,95658.0,2837.0,4984.0,3377.0,142.0,3519.0
VT,Vermont,2025-10-01,2025,U,Y,152726.0,147321.0,5405.0,57934.0,94792.0,2576.0,4842.0,3125.0,108.0,3233.0
VT,Vermont,2025-11-01,2025,U,Y,151811.0,146362.0,5449.0,57723.0,94088.0,2160.0,4612.0,3149.0,137.0,3286.0
VT,Vermont,2025-12-01,2025,U,Y,151308.0,145876.0,5432.0,57606.0,93702.0,3070.0,6294.0,3805.0,139.0,3944.0
VT,Vermont,2026-01-01,2026,U,Y,150816.0,145299.0,5517.0,57573.0,93243.0,2765.0,5663.0,5055.0,146.0,5201.0
VT,Vermont,2026-02-01,2026,P,N,149308.0,143842.0,5466.0,57249.0,92059.0,2706.0,4807.0,2609.0,63.0,2672.0
WA,Washington,2025-03-01,2025,U,Y,1826997.0,1764731.0,62266.0,837465.0,989532.0,75018.0,158326.0,41290.0,1721.0,43011.0
WA,Washington,2025-04-01,2025,U,Y,1821905.0,1763606.0,58299.0,835760.0,986145.0,75949.0,166904.0,42340.0,1866.0,44206.0
WA,Washington,2025-05-01,2025,U,Y,1807787.0,1748509.0,59278.0,830828.0,976959.0,72694.0,156790.0,40965.0,1872.0,42837.0
WA,Washington,2025-06-01,2025,U,Y,1798235.0,1738190.0,60045.0,827383.0,970852.0,70495.0,187615.0,40666.0,1909.0,42575.0
WA,Washington,2025-07-01,2025,U,Y,1799915.0,1738846.0,61069.0,827591.0,972324.0,74034.0,155016.0,41683.0,1827.0,43510.0
WA,Washington,2025-08-01,2025,U,Y,1793685.0,1731787.0,61898.0,825715.0,967970.0,70287.0,147944.0,41190.0,2024.0,43214.0
WA,Washington,2025-09-01,2025,U,Y,1793406.0,1730508.0,62898.0,825234.0,968172.0,76396.0,162586.0,42547.0,1966.0,44513.0
WA,Washington,2025-10-01,2025,U,Y,1792490.0,1729143.0,63347.0,823888.0,968602.0,76521.0,154957.0,39911.0,1795.0,41706.0
WA,Washington,2025-11-01,2025,U,Y,1786767.0,1722640.0,64127.0,820983.0,965784.0,59164.0,176243.0,37584.0,1931.0,39515.0
WA,Washington,2025-12-01,2025,U,Y,1791758.0,1726702.0,65056.0,821301.0,970457.0,83126.0,209256.0,43515.0,2156.0,45671.0
WA,Washington,2026-01-01,2026,U,Y,1793264.0,1727597.0,65667.0,820862.0,972402.0,79159.0,188898.0,43402.0,1962.0,45364.0
WA,Washington,2026-02-01,2026,P,N,1784702.0,1718979.0,65723.0,816314.0,968388.0,68524.0,148517.0,37190.0,1616.0,38806.0
WI,Wisconsin,2025-03-01,2025,U,Y,1175930.0,1092952.0,82978.0,553485.0,622445.0,21630.0,21630.0,14326.0,1360.0,15686.0
WI,Wisconsin,2025-04-01,2025,U,Y,1157206.0,1067716.0,89490.0,545642.0,611564.0,22192.0,22192.0,14430.0,1221.0,15651.0
WI,Wisconsin,2025-05-01,2025,U,Y,1143506.0,1049086.0,94420.0,541343.0,602163.0,20812.0,20812.0,13430.0,1253.0,14683.0
WI,Wisconsin,2025-06-01,2025,U,Y,1137320.0,1039498.0,97822.0,539011.0,598309.0,20981.0,20981.0,14035.0,1259.0,15294.0
WI,Wisconsin,2025-07-01,2025,U,Y,1132861.0,1033465.0,99396.0,540031.0,592830.0,21760.0,21760.0,15850.0,1312.0,17162.0
WI,Wisconsin,2025-08-01,2025,U,Y,1131202.0,1031752.0,99450.0,540960.0,590242.0,21053.0,21053.0,14351.0,1223.0,15574.0
WI,Wisconsin,2025-09-01,2025,U,Y,1132761.0,1033372.0,99389.0,541421.0,591340.0,21957.0,21957.0,15141.0,1227.0,16368.0
WI,Wisconsin,2025-10-01,2025,U,Y,1130766.0,1031259.0,99507.0,540540.0,590226.0,21782.0,21782.0,14909.0,1288.0,16197.0
WI,Wisconsin,2025-11-01,2025,U,Y,1129918.0,1030040.0,99878.0,540087.0,589831.0,21434.0,21434.0,15085.0,1858.0,16943.0
WI,Wisconsin,2025-12-01,2025,U,Y,1130048.0,1029554.0,100494.0,539415.0,590633.0,24596.0,24596.0,17629.0,2295.0,19924.0
WI,Wisconsin,2026-01-01,2026,U,Y,1127818.0,1027197.0,100621.0,539327.0,588491.0,25364.0,25364.0,19387.0,2064.0,21451.0
WI,Wisconsin,2026-02-01,2026,P,N,1118742.0,1018694.0,100048.0,536303.0,582439.0,22173.0,22173.0,15229.0,1340.0,16569.0
WV,West Virginia,2025-03-01,2025,U,Y,509613.0,468941.0,40672.0,203943.0,305670.0,18517.0,18517.0,8264.0,364.0,8628.0
WV,West Virginia,2025-04-01,2025,U,Y,503701.0,463666.0,40035.0,201745.0,301956.0,18685.0,18685.0,7519.0,771.0,8290.0
WV,West Virginia,2025-05-01,2025,U,Y,503031.0,462965.0,40066.0,201445.0,301586.0,17253.0,17253.0,6732.0,629.0,7361.0
WV,West Virginia,2025-06-01,2025,U,Y,501577.0,461629.0,39948.0,200531.0,301046.0,16677.0,16677.0,6559.0,715.0,7274.0
WV,West Virginia,2025-07-01,2025,U,Y,501077.0,461142.0,39935.0,200179.0,300898.0,17859.0,17859.0,6928.0,678.0,7606.0
WV,West Virginia,2025-08-01,2025,U,Y,498894.0,459501.0,39393.0,198644.0,300250.0,18770.0,18770.0,7627.0,924.0,8551.0
WV,West Virginia,2025-09-01,2025,U,Y,498188.0,458947.0,39241.0,198029.0,300159.0,19807.0,19807.0,8228.0,1097.0,9325.0
WV,West Virginia,2025-10-01,2025,U,Y,497764.0,458072.0,39692.0,197772.0,299992.0,19307.0,19307.0,7770.0,1038.0,8808.0
WV,West Virginia,2025-11-01,2025,U,Y,491398.0,451904.0,39494.0,195250.0,296148.0,16064.0,16064.0,6670.0,712.0,7382.0
WV,West Virginia,2025-12-01,2025,U,Y,490156.0,450475.0,39681.0,194725.0,295431.0,17754.0,17754.0,7157.0,735.0,7892.0
WV,West Virginia,2026-01-01,2026,U,Y,488333.0,448685.0,39648.0,194149.0,294184.0,17786.0,17786.0,6783.0,656.0,7439.0
WV,West Virginia,2026-02-01,2026,P,N,487229.0,447364.0,39865.0,193963.0,293266.0,18567.0,18567.0,7004.0,688.0,7692.0
WY,Wyoming,2025-03-01,2025,U,Y,63417.0,57366.0,6051.0,43273.0,20144.0,1526.0,1526.0,1337.0,87.0,1424.0
WY,Wyoming,2025-04-01,2025,U,Y,63078.0,56972.0,6106.0,43124.0,19954.0,1539.0,1539.0,1279.0,95.0,1374.0
WY,Wyoming,2025-05-01,2025,U,Y,62762.0,56896.0,5866.0,42872.0,19890.0,1520.0,1520.0,1147.0,88.0,1235.0
WY,Wyoming,2025-06-01,2025,U,Y,62202.0,56293.0,5909.0,42458.0,19744.0,1429.0,1429.0,1006.0,49.0,1055.0
WY,Wyoming,2025-07-01,2025,U,Y,62021.0,56121.0,5900.0,42348.0,19673.0,1539.0,1539.0,1126.0,55.0,1181.0
WY,Wyoming,2025-08-01,2025,U,Y,61564.0,55597.0,5967.0,42022.0,19542.0,1396.0,1396.0,1180.0,80.0,1260.0
WY,Wyoming,2025-09-01,2025,U,Y,60384.0,54433.0,5951.0,41125.0,19259.0,1541.0,1541.0,1155.0,103.0,1258.0
WY,Wyoming,2025-10-01,2025,U,Y,60444.0,54504.0,5940.0,41143.0,19301.0,1473.0,1473.0,1153.0,96.0,1249.0
WY,Wyoming,2025-11-01,2025,U,Y,59940.0,54143.0,5797.0,40750.0,19190.0,1393.0,1393.0,948.0,63.0,1011.0
WY,Wyoming,2025-12-01,2025,U,Y,60450.0,54505.0,5945.0,41133.0,19317.0,1578.0,1578.0,1332.0,120.0,1452.0
WY,Wyoming,2026-01-01,2026,U,Y,61240.0,55082.0,6158.0,41795.0,19445.0,1534.0,1534.0,1386.0,120.0,1506.0
WY,Wyoming,2026-02-01,2026,P,N,58942.0,52961.0,5981.0,40000.0,18942.0,1366.0,1366.0,1840.0,223.0,2063.0
