state_abbreviation,state_name,reporting_period,reporting_month,reporting_year,state_expanded_medicaid,preliminary_or_updated,final_report,new_applications_submitted_to_medicaid_and_chip_agencies,applications_for_financial_assistance_submitted_to_the_state_based_marketplace,total_applications_for_financial_assistance_submitted_at_state_level,individuals_determined_eligible_for_medicaid_at_application,individuals_determined_eligible_for_chip_at_application,total_medicaid_and_chip_determinations,medicaid_and_chip_child_enrollment,total_medicaid_and_chip_enrollment,total_medicaid_enrollment,total_chip_enrollment,total_adult_medicaid_enrollment,total_medicaid_and_chip_determinations_processed_in_less_than_24_hours,total_medicaid_and_chip_determinations_processed_between_24_hours_and_7_days,total_medicaid_and_chip_determinations_processed_between_8_days_and_30_days,total_medicaid_and_chip_determinations_processed_between_31_days_and_45_days,total_medicaid_and_chip_determinations_processed_in_more_than_45_days,total_call_center_volume_number_of_calls,average_call_center_wait_time_minutes,average_call_center_abandonment_rate
AK,Alaska,201901,2019-01-01,2019,Y,U,Y,3032.0,0.0,3032.0,3156.0,158.0,3314.0,95796.0,216175.0,201038.0,15137.0,,,,,,,,,
AK,Alaska,201902,2019-02-01,2019,Y,U,Y,3865.0,0.0,3865.0,3084.0,173.0,3257.0,96172.0,217468.0,202090.0,15378.0,,492.0,833.0,699.0,281.0,3613.0,,,
AK,Alaska,201903,2019-03-01,2019,Y,U,Y,3588.0,0.0,3588.0,3363.0,271.0,3634.0,96256.0,217793.0,202397.0,15396.0,,586.0,835.0,878.0,332.0,5572.0,,,
AK,Alaska,201904,2019-04-01,2019,Y,U,Y,3368.0,0.0,3368.0,3053.0,202.0,3255.0,96593.0,218972.0,203524.0,15448.0,,535.0,818.0,1064.0,343.0,3829.0,,,
AK,Alaska,201905,2019-05-01,2019,Y,U,Y,3107.0,0.0,3107.0,2675.0,113.0,2788.0,97003.0,220384.0,204803.0,15581.0,,,,,,,,,
AK,Alaska,201906,2019-06-01,2019,Y,U,Y,3108.0,0.0,3108.0,2400.0,99.0,2499.0,97672.0,221746.0,206033.0,15713.0,,,,,,,,,
AK,Alaska,201907,2019-07-01,2019,Y,U,Y,3147.0,0.0,3147.0,2693.0,157.0,2850.0,97913.0,223117.0,207174.0,15943.0,,,,,,,,,
AK,Alaska,201908,2019-08-01,2019,Y,U,Y,3183.0,0.0,3183.0,2820.0,134.0,2954.0,97472.0,221946.0,206020.0,15926.0,,,,,,,,,
AK,Alaska,201909,2019-09-01,2019,Y,U,Y,2955.0,0.0,2955.0,2197.0,131.0,2328.0,97402.0,221587.0,205472.0,16115.0,,,,,,,,,
AK,Alaska,201910,2019-10-01,2019,Y,U,Y,3274.0,0.0,3274.0,2314.0,137.0,2451.0,97434.0,221675.0,205320.0,16355.0,,,,,,,,,
AK,Alaska,201911,2019-11-01,2019,Y,U,Y,2936.0,0.0,2936.0,2601.0,190.0,2791.0,97737.0,222498.0,205909.0,16589.0,,,,,,,,,
AK,Alaska,201912,2019-12-01,2019,Y,U,Y,3283.0,0.0,3283.0,2925.0,175.0,3100.0,97820.0,223065.0,206423.0,16642.0,,,,,,,,,
AK,Alaska,202001,2020-01-01,2020,Y,U,Y,4321.0,0.0,4321.0,3232.0,125.0,3357.0,98096.0,223963.0,207251.0,16712.0,,,,,,,,,
AK,Alaska,202002,2020-02-01,2020,Y,U,Y,3811.0,0.0,3811.0,3211.0,114.0,3325.0,97379.0,222941.0,206251.0,16690.0,,498.0,649.0,1395.0,173.0,975.0,,,
AK,Alaska,202003,2020-03-01,2020,Y,U,Y,3852.0,0.0,3852.0,3309.0,137.0,3446.0,98254.0,224965.0,208129.0,16836.0,,401.0,810.0,1231.0,570.0,1358.0,,,
AK,Alaska,202004,2020-04-01,2020,Y,U,Y,3041.0,0.0,3041.0,3439.0,184.0,3623.0,99035.0,228270.0,212183.0,16087.0,,297.0,2100.0,738.0,486.0,2049.0,,,
AK,Alaska,202005,2020-05-01,2020,Y,U,Y,2497.0,0.0,2497.0,3407.0,213.0,3620.0,98912.0,230043.0,214692.0,15351.0,,,,,,,,,
AK,Alaska,202006,2020-06-01,2020,Y,U,Y,2844.0,0.0,2844.0,3238.0,231.0,3469.0,98792.0,232069.0,217484.0,14585.0,,,,,,,,,
AK,Alaska,202007,2020-07-01,2020,Y,U,Y,2402.0,0.0,2402.0,2081.0,127.0,2208.0,98580.0,233334.0,219239.0,14095.0,,,,,,,,,
AK,Alaska,202008,2020-08-01,2020,Y,U,Y,2737.0,0.0,2737.0,1950.0,93.0,2043.0,98804.0,235261.0,221414.0,13847.0,,,,,,,,,
AK,Alaska,202009,2020-09-01,2020,Y,U,Y,2657.0,0.0,2657.0,1944.0,95.0,2039.0,99035.0,236362.0,222686.0,13676.0,,,,,,,,,
AK,Alaska,202010,2020-10-01,2020,Y,U,Y,2849.0,0.0,2849.0,2001.0,79.0,2080.0,99443.0,237786.0,224338.0,13448.0,,,,,,,,,
AK,Alaska,202011,2020-11-01,2020,Y,U,Y,3756.0,0.0,3756.0,1976.0,120.0,2096.0,99655.0,238873.0,225513.0,13360.0,,,,,,,,,
AK,Alaska,202012,2020-12-01,2020,Y,U,Y,2620.0,0.0,2620.0,2096.0,106.0,2202.0,99940.0,239981.0,226591.0,13390.0,,,,,,,,,
AK,Alaska,202101,2021-01-01,2021,Y,U,Y,2574.0,0.0,2574.0,1543.0,71.0,1614.0,100171.0,241410.0,228118.0,13292.0,,,,,,,,,
AK,Alaska,202102,2021-02-01,2021,Y,U,Y,2795.0,0.0,2795.0,1243.0,48.0,1291.0,100499.0,242991.0,229755.0,13236.0,,109.0,437.0,388.0,195.0,1532.0,,,
AK,Alaska,202103,2021-03-01,2021,Y,U,Y,2987.0,0.0,2987.0,1543.0,67.0,1610.0,100827.0,244860.0,231747.0,13113.0,,179.0,431.0,430.0,183.0,2261.0,,,
AK,Alaska,202104,2021-04-01,2021,Y,U,Y,2536.0,0.0,2536.0,1453.0,88.0,1541.0,101494.0,247180.0,234147.0,13033.0,,283.0,493.0,436.0,387.0,1516.0,,,
AK,Alaska,202105,2021-05-01,2021,Y,U,Y,2282.0,0.0,2282.0,1837.0,115.0,1952.0,101974.0,248739.0,235858.0,12881.0,,,,,,,,,
AK,Alaska,202106,2021-06-01,2021,Y,U,Y,0.0,0.0,0.0,0.0,0.0,0.0,102501.0,250285.0,237500.0,12785.0,,,,,,,,,
AK,Alaska,202107,2021-07-01,2021,Y,U,Y,2214.0,0.0,2214.0,1519.0,76.0,1595.0,102632.0,251024.0,238365.0,12659.0,,,,,,,,,
AK,Alaska,202108,2021-08-01,2021,Y,U,Y,2379.0,0.0,2379.0,1726.0,70.0,1796.0,102819.0,251977.0,239402.0,12575.0,,,,,,,,,
AK,Alaska,202109,2021-09-01,2021,Y,U,Y,2208.0,0.0,2208.0,1500.0,68.0,1568.0,102993.0,252736.0,240240.0,12496.0,,,,,,,,,
AK,Alaska,202110,2021-10-01,2021,Y,U,Y,2430.0,0.0,2430.0,1432.0,54.0,1486.0,103391.0,254169.0,241822.0,12347.0,,,,,,,,,
AK,Alaska,202111,2021-11-01,2021,Y,U,Y,2396.0,0.0,2396.0,1696.0,84.0,1780.0,103632.0,255230.0,242946.0,12284.0,,,,,,,,,
AK,Alaska,202112,2021-12-01,2021,Y,U,Y,2214.0,0.0,2214.0,1865.0,93.0,1958.0,103707.0,255746.0,243455.0,12291.0,,,,,,,,,
AK,Alaska,202201,2022-01-01,2022,Y,U,Y,2302.0,0.0,2302.0,1749.0,82.0,1831.0,104013.0,257035.0,244766.0,12269.0,,113.0,668.0,577.0,396.0,1043.0,,,
AK,Alaska,202202,2022-02-01,2022,Y,U,Y,1965.0,0.0,1965.0,1390.0,43.0,1433.0,104139.0,257691.0,245489.0,12202.0,,226.0,344.0,388.0,269.0,1172.0,,,
AK,Alaska,202203,2022-03-01,2022,Y,U,Y,2263.0,0.0,2263.0,1592.0,70.0,1662.0,104741.0,259457.0,247295.0,12162.0,,192.0,357.0,498.0,352.0,1421.0,,,
AK,Alaska,202204,2022-04-01,2022,Y,U,Y,1869.0,0.0,1869.0,1758.0,94.0,1852.0,104729.0,259971.0,247976.0,11995.0,,171.0,252.0,623.0,299.0,1991.0,,,
AK,Alaska,202205,2022-05-01,2022,Y,U,Y,2037.0,0.0,2037.0,1481.0,66.0,1547.0,104836.0,260768.0,248863.0,11905.0,,138.0,460.0,624.0,288.0,990.0,,,
AK,Alaska,202206,2022-06-01,2022,Y,U,Y,2006.0,0.0,2006.0,1189.0,66.0,1255.0,105193.0,262031.0,250149.0,11882.0,,51.0,188.0,236.0,134.0,1497.0,,,
AK,Alaska,202207,2022-07-01,2022,Y,U,Y,1845.0,0.0,1845.0,998.0,50.0,1048.0,104920.0,261816.0,249966.0,11850.0,,133.0,261.0,505.0,131.0,238.0,,,
AK,Alaska,202208,2022-08-01,2022,Y,U,Y,1995.0,0.0,1995.0,1217.0,46.0,1263.0,105055.0,262417.0,250637.0,11780.0,,102.0,268.0,714.0,210.0,410.0,,,
AK,Alaska,202209,2022-09-01,2022,Y,U,Y,1497.0,0.0,1497.0,963.0,38.0,1001.0,105106.0,262624.0,250824.0,11800.0,,78.0,141.0,511.0,176.0,312.0,,,
AK,Alaska,202210,2022-10-01,2022,Y,U,Y,1686.0,0.0,1686.0,1038.0,40.0,1078.0,105017.0,262586.0,250772.0,11814.0,,105.0,89.0,489.0,159.0,362.0,,,
AK,Alaska,202211,2022-11-01,2022,Y,U,Y,1415.0,0.0,1415.0,1543.0,113.0,1656.0,105252.0,263529.0,251627.0,11902.0,,95.0,127.0,495.0,653.0,904.0,,,
AK,Alaska,202212,2022-12-01,2022,Y,U,Y,1287.0,0.0,1287.0,1061.0,73.0,1134.0,105143.0,263656.0,251726.0,11930.0,,60.0,58.0,164.0,577.0,488.0,,,
AK,Alaska,202301,2023-01-01,2023,Y,U,Y,1625.0,0.0,1625.0,1668.0,82.0,1750.0,105769.0,265528.0,253531.0,11997.0,,70.0,83.0,86.0,743.0,1257.0,,,
AK,Alaska,202302,2023-02-01,2023,Y,U,Y,1392.0,0.0,1392.0,0.0,0.0,0.0,105700.0,266213.0,254124.0,12089.0,,83.0,110.0,195.0,158.0,1528.0,,,
AK,Alaska,202303,2023-03-01,2023,Y,U,Y,2318.0,0.0,2318.0,1902.0,112.0,2014.0,106018.0,267278.0,254947.0,12331.0,,84.0,282.0,497.0,207.0,1251.0,20564.0,17.0,0.27
AK,Alaska,202304,2023-04-01,2023,Y,U,Y,2019.0,0.0,2019.0,1095.0,34.0,1129.0,106235.0,268069.0,255688.0,12381.0,,76.0,394.0,188.0,41.0,578.0,19377.0,17.0,0.27
AK,Alaska,202305,2023-05-01,2023,Y,U,Y,2204.0,0.0,2204.0,1291.0,77.0,1368.0,105920.0,266917.0,254439.0,12478.0,,50.0,498.0,246.0,135.0,619.0,29402.0,16.0,0.24
AK,Alaska,202306,2023-06-01,2023,Y,U,Y,2206.0,0.0,2206.0,1442.0,45.0,1487.0,105090.0,265952.0,252977.0,12975.0,,147.0,369.0,271.0,106.0,723.0,30361.0,13.0,0.15
AK,Alaska,202307,2023-07-01,2023,Y,U,Y,2159.0,0.0,2159.0,1332.0,50.0,1382.0,103351.0,262806.0,249808.0,12998.0,,14.0,382.0,137.0,44.0,346.0,30310.0,13.0,0.15
AK,Alaska,202308,2023-08-01,2023,Y,U,Y,2718.0,0.0,2718.0,1805.0,95.0,1900.0,100805.0,256543.0,243445.0,13098.0,,39.0,400.0,200.0,38.0,552.0,39407.0,16.0,0.19
AK,Alaska,202309,2023-09-01,2023,Y,U,Y,2840.0,0.0,2840.0,1586.0,101.0,1687.0,97359.0,246817.0,233372.0,13445.0,,95.0,345.0,300.0,60.0,289.0,34517.0,13.0,0.2
AK,Alaska,202310,2023-10-01,2023,Y,U,Y,2807.0,0.0,2807.0,1494.0,71.0,1565.0,97103.0,246026.0,232584.0,13442.0,,42.0,278.0,247.0,63.0,371.0,33374.0,16.0,0.21
AK,Alaska,202311,2023-11-01,2023,Y,U,Y,2230.0,0.0,2230.0,1644.0,108.0,1752.0,96790.0,244193.0,230760.0,13433.0,,40.0,287.0,536.0,142.0,380.0,35938.0,17.0,0.29
AK,Alaska,202312,2023-12-01,2023,Y,U,Y,2768.0,0.0,2768.0,4739.0,381.0,5120.0,96673.0,242860.0,229034.0,13826.0,,122.0,2023.0,2099.0,502.0,2279.0,36070.0,20.0,0.31
AK,Alaska,202401,2024-01-01,2024,Y,U,Y,2929.0,0.0,2929.0,2373.0,150.0,2523.0,98234.0,246669.0,232162.0,14507.0,,51.0,951.0,567.0,176.0,1083.0,42202.0,46.0,0.36
AK,Alaska,202402,2024-02-01,2024,Y,U,Y,3460.0,0.0,3460.0,2046.0,89.0,2135.0,98414.0,247580.0,232876.0,14704.0,,82.0,439.0,456.0,111.0,1234.0,30415.0,40.0,0.26
AK,Alaska,202403,2024-03-01,2024,Y,U,Y,3531.0,0.0,3531.0,1503.0,58.0,1561.0,98492.0,248719.0,234082.0,14637.0,,57.0,408.0,419.0,107.0,752.0,25370.0,18.0,0.16
AK,Alaska,202404,2024-04-01,2024,Y,U,Y,2926.0,0.0,2926.0,1498.0,63.0,1561.0,98773.0,249616.0,234883.0,14733.0,,73.0,305.0,514.0,138.0,954.0,24009.0,12.0,0.15
AK,Alaska,202405,2024-05-01,2024,Y,U,Y,2697.0,0.0,2697.0,1632.0,85.0,1717.0,99281.0,251345.0,236543.0,14802.0,,76.0,488.0,393.0,94.0,1406.0,21965.0,8.0,0.12
AK,Alaska,202406,2024-06-01,2024,Y,U,Y,2219.0,0.0,2219.0,1551.0,92.0,1643.0,99470.0,251685.0,236933.0,14752.0,,63.0,784.0,376.0,174.0,864.0,22372.0,8.0,0.13
AK,Alaska,202407,2024-07-01,2024,Y,U,Y,2459.0,0.0,2459.0,1618.0,80.0,1698.0,99530.0,252541.0,237658.0,14883.0,153011.0,26.0,116.0,110.0,84.0,526.0,28449.0,20.0,0.22
AK,Alaska,202408,2024-08-01,2024,Y,U,Y,2138.0,0.0,2138.0,1487.0,84.0,1571.0,99547.0,252630.0,237623.0,15007.0,153083.0,106.0,661.0,278.0,189.0,904.0,33589.0,44.0,0.39
AK,Alaska,202409,2024-09-01,2024,Y,U,Y,1911.0,0.0,1911.0,1320.0,73.0,1393.0,99733.0,253275.0,238239.0,15036.0,153542.0,61.0,247.0,320.0,106.0,668.0,31983.0,53.0,0.47
AK,Alaska,202410,2024-10-01,2024,Y,U,Y,1931.0,0.0,1931.0,1352.0,105.0,1457.0,99707.0,252800.0,237710.0,15090.0,153093.0,40.0,148.0,389.0,96.0,649.0,32776.0,37.0,0.38
AK,Alaska,202411,2024-11-01,2024,Y,U,Y,1582.0,0.0,1582.0,1157.0,62.0,1219.0,98705.0,250349.0,235374.0,14975.0,151644.0,125.0,197.0,477.0,111.0,665.0,34569.0,44.0,0.42
AK,Alaska,202412,2024-12-01,2024,Y,U,Y,1718.0,0.0,1718.0,1160.0,78.0,1238.0,97671.0,246920.0,232106.0,14814.0,149249.0,88.0,217.0,260.0,218.0,768.0,36306.0,35.0,0.43
AK,Alaska,202501,2025-01-01,2025,Y,U,Y,1888.0,0.0,1888.0,1447.0,50.0,1497.0,97560.0,246432.0,231448.0,14984.0,148872.0,86.0,202.0,170.0,64.0,696.0,46656.0,50.0,0.45
AK,Alaska,202502,2025-02-01,2025,Y,U,Y,1759.0,0.0,1759.0,1373.0,80.0,1453.0,96644.0,243847.0,229186.0,14661.0,147203.0,65.0,131.0,146.0,57.0,860.0,40949.0,58.0,0.47
AK,Alaska,202503,2025-03-01,2025,Y,U,Y,2158.0,0.0,2158.0,1969.0,114.0,2083.0,96384.0,243077.0,228508.0,14569.0,146693.0,87.0,223.0,245.0,146.0,2161.0,38729.0,26.0,0.34
AK,Alaska,202504,2025-04-01,2025,Y,U,Y,2742.0,0.0,2742.0,2101.0,128.0,2229.0,94885.0,238271.0,224131.0,14140.0,143386.0,142.0,566.0,536.0,253.0,1535.0,36885.0,34.0,0.36
AK,Alaska,202505,2025-05-01,2025,Y,U,Y,2551.0,0.0,2551.0,1588.0,91.0,1679.0,86706.0,225031.0,211333.0,13698.0,138325.0,763.0,530.0,282.0,66.0,548.0,35028.0,18.0,0.26
AK,Alaska,202506,2025-06-01,2025,Y,U,Y,2454.0,0.0,2454.0,1431.0,107.0,1538.0,90017.0,224980.0,211659.0,13321.0,134963.0,79.0,475.0,335.0,126.0,823.0,35279.0,12.0,0.2
AK,Alaska,202507,2025-07-01,2025,Y,U,Y,2658.0,0.0,2658.0,1655.0,69.0,1724.0,88348.0,220373.0,207221.0,13152.0,132025.0,852.0,812.0,192.0,17.0,293.0,36010.0,10.0,0.16
AK,Alaska,202508,2025-08-01,2025,Y,U,Y,2652.0,0.0,2652.0,1477.0,80.0,1557.0,87906.0,218824.0,205768.0,13056.0,130918.0,124.0,649.0,419.0,104.0,812.0,32485.0,10.0,0.15
AK,Alaska,202509,2025-09-01,2025,Y,U,Y,2494.0,0.0,2494.0,1425.0,75.0,1500.0,86718.0,215641.0,202632.0,13009.0,128923.0,598.0,734.0,465.0,25.0,339.0,35506.0,15.0,0.23
AK,Alaska,202510,2025-10-01,2025,Y,U,Y,2442.0,0.0,2442.0,1659.0,146.0,1805.0,86524.0,214818.0,201848.0,12970.0,128294.0,630.0,642.0,1029.0,90.0,420.0,37455.0,19.0,0.19
AK,Alaska,202511,2025-11-01,2025,Y,U,Y,2255.0,0.0,2255.0,1804.0,159.0,1963.0,85710.0,212388.0,199460.0,12928.0,126678.0,495.0,1347.0,700.0,77.0,499.0,27460.0,17.0,0.2
AK,Alaska,202512,2025-12-01,2025,Y,U,Y,2396.0,0.0,2396.0,2172.0,196.0,2368.0,85599.0,212089.0,199113.0,12976.0,126490.0,710.0,1409.0,965.0,71.0,416.0,33122.0,14.0,0.18
AK,Alaska,202601,2026-01-01,2026,Y,U,Y,2246.0,0.0,2246.0,1731.0,140.0,1871.0,85484.0,211899.0,198930.0,12969.0,126415.0,71.0,968.0,650.0,654.0,2329.0,33227.0,14.0,0.16
AK,Alaska,202602,2026-02-01,2026,Y,P,N,2601.0,0.0,2601.0,2064.0,94.0,2158.0,85172.0,210442.0,197587.0,12855.0,125270.0,83.0,533.0,397.0,369.0,1656.0,30082.0,9.0,0.12
AL,Alabama,201901,2019-01-01,2019,N,U,Y,20505.0,0.0,20505.0,14957.0,2510.0,17467.0,646832.0,908319.0,735098.0,173221.0,,,,,,,,,
AL,Alabama,201902,2019-02-01,2019,N,U,Y,18173.0,0.0,18173.0,14284.0,2069.0,16353.0,649363.0,911123.0,737234.0,173889.0,,26952.0,2655.0,2942.0,321.0,328.0,,,
AL,Alabama,201903,2019-03-01,2019,N,U,Y,18688.0,0.0,18688.0,15347.0,1967.0,17314.0,648513.0,910123.0,736744.0,173379.0,,24346.0,2100.0,1567.0,170.0,114.0,,,
AL,Alabama,201904,2019-04-01,2019,N,U,Y,15057.0,0.0,15057.0,14461.0,1768.0,16229.0,644765.0,907273.0,734653.0,172620.0,,30106.0,3504.0,2095.0,46.0,37.0,,,
AL,Alabama,201905,2019-05-01,2019,N,U,Y,12966.0,0.0,12966.0,13388.0,1542.0,14930.0,644147.0,906716.0,736276.0,170440.0,,,,,,,,,
AL,Alabama,201906,2019-06-01,2019,N,U,Y,12752.0,0.0,12752.0,13684.0,1679.0,15363.0,647703.0,909902.0,737176.0,172726.0,,,,,,,,,
AL,Alabama,201907,2019-07-01,2019,N,U,Y,13994.0,0.0,13994.0,15219.0,1966.0,17185.0,651212.0,913555.0,740190.0,173365.0,,,,,,,,,
AL,Alabama,201908,2019-08-01,2019,N,U,Y,14285.0,0.0,14285.0,15599.0,2133.0,17732.0,653861.0,916300.0,742911.0,173389.0,,,,,,,,,
AL,Alabama,201909,2019-09-01,2019,N,U,Y,13058.0,0.0,13058.0,13775.0,1861.0,15636.0,655164.0,917216.0,744469.0,172747.0,,,,,,,,,
AL,Alabama,201910,2019-10-01,2019,N,U,Y,13367.0,0.0,13367.0,13653.0,1607.0,15260.0,657121.0,918906.0,746199.0,172707.0,,,,,,,,,
AL,Alabama,201911,2019-11-01,2019,N,U,Y,11536.0,0.0,11536.0,11792.0,1610.0,13402.0,658526.0,919500.0,746311.0,173189.0,,,,,,,,,
AL,Alabama,201912,2019-12-01,2019,N,U,Y,12103.0,0.0,12103.0,12072.0,1289.0,13361.0,658585.0,919245.0,745882.0,173363.0,,,,,,,,,
AL,Alabama,202001,2020-01-01,2020,N,U,Y,14342.0,0.0,14342.0,14602.0,2006.0,16608.0,659696.0,920713.0,749028.0,171685.0,,,,,,,,,
AL,Alabama,202002,2020-02-01,2020,N,U,Y,12237.0,0.0,12237.0,13411.0,1609.0,15020.0,660859.0,921462.0,750048.0,171414.0,,18119.0,2400.0,2643.0,645.0,323.0,,,
AL,Alabama,202003,2020-03-01,2020,N,U,Y,12456.0,0.0,12456.0,13302.0,1530.0,14832.0,660575.0,921190.0,750161.0,171029.0,,18421.0,2304.0,2736.0,411.0,204.0,,,
AL,Alabama,202004,2020-04-01,2020,N,U,Y,8280.0,0.0,8280.0,9387.0,940.0,10327.0,666508.0,931863.0,758633.0,173230.0,,12930.0,1659.0,1868.0,280.0,182.0,,,
AL,Alabama,202005,2020-05-01,2020,N,U,Y,8167.0,0.0,8167.0,9481.0,1134.0,10615.0,671742.0,941395.0,766512.0,174883.0,,,,,,,,,
AL,Alabama,202006,2020-06-01,2020,N,U,Y,9334.0,0.0,9334.0,10274.0,1372.0,11646.0,675900.0,949662.0,774350.0,175312.0,,,,,,,,,
AL,Alabama,202007,2020-07-01,2020,N,U,Y,8349.0,0.0,8349.0,9250.0,1210.0,10460.0,679136.0,957129.0,782619.0,174510.0,,,,,,,,,
AL,Alabama,202008,2020-08-01,2020,N,U,Y,8675.0,0.0,8675.0,9875.0,1372.0,11247.0,682839.0,964613.0,790708.0,173905.0,,,,,,,,,
AL,Alabama,202009,2020-09-01,2020,N,U,Y,9291.0,0.0,9291.0,10266.0,1591.0,11857.0,687971.0,973431.0,798847.0,174584.0,,,,,,,,,
AL,Alabama,202010,2020-10-01,2020,N,U,Y,8459.0,0.0,8459.0,10667.0,1493.0,12160.0,692395.0,982013.0,806987.0,175026.0,,,,,,,,,
AL,Alabama,202011,2020-11-01,2020,N,U,Y,7250.0,0.0,7250.0,8763.0,1207.0,9970.0,696166.0,990301.0,814952.0,175349.0,,,,,,,,,
AL,Alabama,202012,2020-12-01,2020,N,U,Y,7202.0,0.0,7202.0,9131.0,1123.0,10254.0,699862.0,997966.0,822240.0,175726.0,,,,,,,,,
AL,Alabama,202101,2021-01-01,2021,N,U,Y,7660.0,0.0,7660.0,9424.0,1599.0,11023.0,703633.0,1005375.0,828731.0,176644.0,,,,,,,,,
AL,Alabama,202102,2021-02-01,2021,N,U,Y,6914.0,0.0,6914.0,8854.0,1241.0,10095.0,707174.0,1011982.0,834598.0,177384.0,,12873.0,2047.0,2196.0,241.0,82.0,,,
AL,Alabama,202103,2021-03-01,2021,N,U,Y,7710.0,0.0,7710.0,9336.0,1407.0,10743.0,710710.0,1019279.0,840769.0,178510.0,,14243.0,2495.0,2016.0,324.0,382.0,,,
AL,Alabama,202104,2021-04-01,2021,N,U,Y,7197.0,0.0,7197.0,8740.0,1247.0,9987.0,714890.0,1027465.0,847477.0,179988.0,,13628.0,1754.0,1623.0,241.0,149.0,,,
AL,Alabama,202105,2021-05-01,2021,N,U,Y,6826.0,0.0,6826.0,9642.0,2958.0,12600.0,718589.0,1034461.0,852968.0,181493.0,,,,,,,,,
AL,Alabama,202106,2021-06-01,2021,N,U,Y,7456.0,0.0,7456.0,10277.0,3280.0,13557.0,722551.0,1043035.0,860236.0,182799.0,,,,,,,,,
AL,Alabama,202107,2021-07-01,2021,N,U,Y,7683.0,0.0,7683.0,11119.0,3263.0,14382.0,726432.0,1050694.0,866627.0,184067.0,,,,,,,,,
AL,Alabama,202108,2021-08-01,2021,N,U,Y,8422.0,0.0,8422.0,11731.0,3518.0,15249.0,730658.0,1058674.0,873449.0,185225.0,,,,,,,,,
AL,Alabama,202109,2021-09-01,2021,N,U,Y,7233.0,0.0,7233.0,10109.0,2920.0,13029.0,734890.0,1066227.0,879630.0,186597.0,,,,,,,,,
AL,Alabama,202110,2021-10-01,2021,N,U,Y,7263.0,0.0,7263.0,10581.0,2975.0,13556.0,737998.0,1072381.0,885400.0,186981.0,,,,,,,,,
AL,Alabama,202111,2021-11-01,2021,N,U,Y,6940.0,0.0,6940.0,9038.0,2816.0,11854.0,741380.0,1079278.0,891290.0,187988.0,,,,,,,,,
AL,Alabama,202112,2021-12-01,2021,N,U,Y,6659.0,0.0,6659.0,9251.0,2644.0,11895.0,744769.0,1086345.0,897571.0,188774.0,,,,,,,,,
AL,Alabama,202201,2022-01-01,2022,N,U,Y,7331.0,0.0,7331.0,9514.0,2776.0,12290.0,748341.0,1093761.0,903790.0,189971.0,,15312.0,1226.0,1493.0,163.0,192.0,,,
AL,Alabama,202202,2022-02-01,2022,N,U,Y,6650.0,0.0,6650.0,9032.0,2585.0,11617.0,751117.0,1099538.0,908709.0,190829.0,,13075.0,998.0,1420.0,138.0,176.0,,,
AL,Alabama,202203,2022-03-01,2022,N,U,Y,7387.0,0.0,7387.0,10174.0,2905.0,13079.0,753958.0,1105560.0,913895.0,191665.0,,14644.0,1204.0,1572.0,155.0,166.0,,,
AL,Alabama,202204,2022-04-01,2022,N,U,Y,6588.0,0.0,6588.0,9038.0,3110.0,12148.0,756371.0,1111232.0,919231.0,192001.0,,12739.0,1057.0,1539.0,181.0,182.0,,,
AL,Alabama,202205,2022-05-01,2022,N,U,Y,6906.0,0.0,6906.0,9231.0,2978.0,12209.0,759181.0,1117657.0,924905.0,192752.0,,14146.0,1212.0,1486.0,182.0,145.0,,,
AL,Alabama,202206,2022-06-01,2022,N,U,Y,7031.0,0.0,7031.0,9167.0,3110.0,12277.0,762134.0,1124686.0,931097.0,193589.0,,13598.0,1142.0,1480.0,128.0,138.0,,,
AL,Alabama,202207,2022-07-01,2022,N,U,Y,7174.0,0.0,7174.0,9740.0,3017.0,12757.0,765240.0,1131447.0,937078.0,194369.0,,14305.0,1256.0,1547.0,210.0,167.0,,,
AL,Alabama,202208,2022-08-01,2022,N,U,Y,8413.0,0.0,8413.0,10794.0,3255.0,14049.0,768824.0,1138432.0,943003.0,195429.0,,16197.0,2146.0,2006.0,258.0,162.0,,,
AL,Alabama,202209,2022-09-01,2022,N,U,Y,7053.0,0.0,7053.0,9188.0,2737.0,11925.0,772120.0,1145077.0,948813.0,196264.0,,13580.0,1955.0,1782.0,277.0,143.0,,,
AL,Alabama,202210,2022-10-01,2022,N,U,Y,6981.0,0.0,6981.0,8635.0,2858.0,11493.0,774641.0,1150791.0,954060.0,196731.0,,13808.0,1406.0,1566.0,381.0,161.0,,,
AL,Alabama,202211,2022-11-01,2022,N,U,Y,6863.0,0.0,6863.0,8343.0,2760.0,11103.0,777629.0,1157386.0,959550.0,197836.0,,13682.0,1443.0,1684.0,277.0,157.0,,,
AL,Alabama,202212,2022-12-01,2022,N,U,Y,6362.0,0.0,6362.0,8541.0,2594.0,11135.0,780261.0,1163783.0,965385.0,198398.0,,11858.0,1471.0,1564.0,328.0,157.0,,,
AL,Alabama,202301,2023-01-01,2023,N,U,Y,7463.0,0.0,7463.0,9083.0,2959.0,12042.0,783315.0,1170867.0,971368.0,199499.0,,14746.0,1875.0,1781.0,328.0,501.0,,,
AL,Alabama,202302,2023-02-01,2023,N,U,Y,6814.0,0.0,6814.0,8578.0,2582.0,11160.0,797981.0,1189507.0,985219.0,204288.0,,13253.0,1429.0,1794.0,270.0,189.0,,,
