state_abbreviation,state_name,reporting_period,reporting_month,reporting_year,state_expanded_medicaid,preliminary_or_updated,final_report,new_applications_submitted_to_medicaid_and_chip_agencies,applications_for_financial_assistance_submitted_to_the_state_based_marketplace,total_applications_for_financial_assistance_submitted_at_state_level,individuals_determined_eligible_for_medicaid_at_application,individuals_determined_eligible_for_chip_at_application,total_medicaid_and_chip_determinations,medicaid_and_chip_child_enrollment,total_medicaid_and_chip_enrollment,total_medicaid_enrollment,total_chip_enrollment,total_adult_medicaid_enrollment,total_medicaid_and_chip_determinations_processed_in_less_than_24_hours,total_medicaid_and_chip_determinations_processed_between_24_hours_and_7_days,total_medicaid_and_chip_determinations_processed_between_8_days_and_30_days,total_medicaid_and_chip_determinations_processed_between_31_days_and_45_days,total_medicaid_and_chip_determinations_processed_in_more_than_45_days,total_call_center_volume_number_of_calls,average_call_center_wait_time_minutes,average_call_center_abandonment_rate
MA,Massachusetts,202407,2024-07-01,2024,Y,U,Y,16451.0,10305.0,26756.0,21488.0,1173.0,22661.0,707101.0,1690301.0,1499826.0,190475.0,983200.0,19070.0,1569.0,1833.0,82.0,51.0,259990.0,1.0,0.011
MA,Massachusetts,202408,2024-08-01,2024,Y,U,Y,15127.0,10516.0,25643.0,20126.0,1167.0,21293.0,709268.0,1678964.0,1486427.0,192537.0,969696.0,18580.0,1926.0,329.0,44.0,46.0,254224.0,1.0,0.008
MA,Massachusetts,202409,2024-09-01,2024,Y,U,Y,13120.0,8831.0,21951.0,15785.0,986.0,16771.0,713296.0,1675304.0,1479058.0,196246.0,962008.0,15243.0,1519.0,291.0,16.0,17.0,235073.0,1.0,0.013
MA,Massachusetts,202410,2024-10-01,2024,Y,U,Y,13623.0,9016.0,22639.0,15084.0,1003.0,16087.0,716455.0,1675627.0,1475014.0,200613.0,959172.0,15438.0,1063.0,220.0,16.0,19.0,261460.0,1.0,0.01
MA,Massachusetts,202411,2024-11-01,2024,Y,U,Y,12032.0,8873.0,20905.0,12789.0,879.0,13668.0,712857.0,1665630.0,1467749.0,197881.0,952773.0,13698.0,853.0,183.0,23.0,12.0,216805.0,1.0,0.002
MA,Massachusetts,202412,2024-12-01,2024,Y,U,Y,12140.0,8486.0,20626.0,13087.0,789.0,13876.0,711444.0,1667221.0,1469251.0,197970.0,955777.0,13028.0,762.0,164.0,14.0,20.0,229096.0,1.0,0.005
MA,Massachusetts,202501,2025-01-01,2025,Y,U,Y,14641.0,10972.0,25613.0,15932.0,1069.0,17001.0,700811.0,1649572.0,1458215.0,191357.0,948761.0,16553.0,1022.0,265.0,21.0,12.0,295399.0,2.0,0.027
MA,Massachusetts,202502,2025-02-01,2025,Y,U,Y,12085.0,7140.0,19225.0,11918.0,836.0,12754.0,699464.0,1643390.0,1449743.0,193647.0,943926.0,12037.0,754.0,142.0,8.0,13.0,239104.0,1.0,0.011
MA,Massachusetts,202503,2025-03-01,2025,Y,U,Y,13062.0,7728.0,20790.0,12288.0,821.0,13109.0,698659.0,1638219.0,1447002.0,191217.0,939560.0,12571.0,710.0,118.0,8.0,20.0,259898.0,1.0,0.007
MA,Massachusetts,202504,2025-04-01,2025,Y,U,Y,13633.0,7498.0,21131.0,11813.0,806.0,12619.0,694224.0,1627008.0,1437219.0,189789.0,932784.0,12060.0,595.0,126.0,9.0,15.0,225627.0,1.0,0.004
MA,Massachusetts,202505,2025-05-01,2025,Y,U,Y,12875.0,7274.0,20149.0,11219.0,897.0,12116.0,691835.0,1618344.0,1428803.0,189541.0,926509.0,11627.0,595.0,86.0,5.0,5.0,216179.0,1.0,0.03
MA,Massachusetts,202506,2025-06-01,2025,Y,U,Y,12542.0,7031.0,19573.0,10820.0,775.0,11595.0,689551.0,1612336.0,1423645.0,188691.0,922785.0,11225.0,537.0,149.0,5.0,18.0,198978.0,1.0,0.05
MA,Massachusetts,202507,2025-07-01,2025,Y,U,Y,14307.0,8541.0,22848.0,12670.0,954.0,13624.0,688821.0,1608884.0,1420646.0,188238.0,920063.0,13343.0,805.0,141.0,14.0,22.0,230882.0,1.0,0.012
MA,Massachusetts,202508,2025-08-01,2025,Y,U,Y,13973.0,8978.0,22951.0,12592.0,954.0,13546.0,686597.0,1600469.0,1413708.0,186761.0,913872.0,13372.0,697.0,145.0,16.0,9.0,217814.0,1.0,0.015
MA,Massachusetts,202509,2025-09-01,2025,Y,U,Y,14876.0,8209.0,23085.0,11724.0,836.0,12560.0,689076.0,1599046.0,1411397.0,187649.0,909970.0,13167.0,513.0,244.0,17.0,6.0,243717.0,1.0,0.019
MA,Massachusetts,202510,2025-10-01,2025,Y,U,Y,14018.0,5602.0,19620.0,9505.0,644.0,10149.0,692440.0,1602141.0,1409698.0,192443.0,909701.0,8877.0,496.0,76.0,14.0,7.0,249083.0,2.0,0.027
MA,Massachusetts,202511,2025-11-01,2025,Y,U,Y,12565.0,6961.0,19526.0,9304.0,833.0,10137.0,691630.0,1598183.0,1405793.0,192390.0,906553.0,9792.0,430.0,69.0,3.0,5.0,210251.0,2.0,0.027
MA,Massachusetts,202512,2025-12-01,2025,Y,U,Y,13709.0,8066.0,21775.0,10807.0,868.0,11675.0,687091.0,1588695.0,1396994.0,191701.0,901604.0,10976.0,454.0,88.0,5.0,21.0,255394.0,2.0,0.032
MA,Massachusetts,202601,2026-01-01,2026,Y,U,Y,13155.0,8718.0,21873.0,10898.0,817.0,11715.0,683543.0,1582148.0,1393368.0,188780.0,898605.0,10063.0,495.0,81.0,11.0,14.0,297644.0,7.0,0.131
MA,Massachusetts,202602,2026-02-01,2026,Y,P,N,11704.0,5936.0,17640.0,8917.0,699.0,9616.0,675642.0,1567203.0,1383816.0,183387.0,891561.0,7902.0,423.0,86.0,5.0,19.0,253674.0,6.0,0.102
MD,Maryland,201901,2019-01-01,2019,Y,U,Y,7860.0,100608.0,108468.0,30452.0,4225.0,34677.0,634201.0,1327948.0,1154458.0,173490.0,,,,,,,,,
MD,Maryland,201902,2019-02-01,2019,Y,U,Y,7188.0,85317.0,92505.0,26166.0,2967.0,29133.0,619242.0,1315090.0,1158817.0,156273.0,,74095.0,1664.0,195.0,122.0,8.0,,,
MD,Maryland,201903,2019-03-01,2019,Y,U,Y,8101.0,86070.0,94171.0,30083.0,3209.0,33292.0,620780.0,1318895.0,1163490.0,155405.0,,76451.0,1901.0,213.0,134.0,7.0,,,
MD,Maryland,201904,2019-04-01,2019,Y,U,Y,7986.0,84578.0,92564.0,29860.0,2840.0,32700.0,621326.0,1320216.0,1165454.0,154762.0,,79761.0,1831.0,269.0,163.0,6.0,,,
MD,Maryland,201905,2019-05-01,2019,Y,U,Y,8161.0,86707.0,94868.0,34253.0,3463.0,37716.0,622512.0,1323085.0,1169176.0,153909.0,,,,,,,,,
MD,Maryland,201906,2019-06-01,2019,Y,U,Y,8148.0,87544.0,95692.0,37905.0,3571.0,41476.0,621388.0,1322426.0,1170407.0,152019.0,,,,,,,,,
MD,Maryland,201907,2019-07-01,2019,Y,U,Y,6993.0,92913.0,99906.0,38675.0,3957.0,42632.0,622113.0,1326315.0,1175791.0,150524.0,,,,,,,,,
MD,Maryland,201908,2019-08-01,2019,Y,U,Y,7098.0,92009.0,99107.0,38840.0,4117.0,42957.0,622556.0,1328343.0,1179451.0,148892.0,,,,,,,,,
MD,Maryland,201909,2019-09-01,2019,Y,U,Y,6597.0,90504.0,97101.0,36430.0,3516.0,39946.0,622320.0,1327889.0,1180283.0,147606.0,,,,,,,,,
MD,Maryland,201910,2019-10-01,2019,Y,U,Y,7693.0,101523.0,109216.0,39494.0,4081.0,43575.0,622786.0,1329774.0,1183205.0,146569.0,,,,,,,,,
MD,Maryland,201911,2019-11-01,2019,Y,U,Y,7759.0,106419.0,114178.0,38791.0,4673.0,43464.0,620241.0,1328056.0,1185390.0,142666.0,,,,,,,,,
MD,Maryland,201912,2019-12-01,2019,Y,U,Y,6783.0,104628.0,111411.0,38419.0,6116.0,44535.0,620241.0,1328704.0,1187568.0,141136.0,,,,,,,,,
MD,Maryland,202001,2020-01-01,2020,Y,U,Y,7650.0,91251.0,98901.0,42618.0,7040.0,49658.0,621254.0,1329134.0,1188200.0,140934.0,,,,,,,,,
MD,Maryland,202002,2020-02-01,2020,Y,U,Y,7062.0,80690.0,87752.0,45680.0,5112.0,50792.0,622062.0,1330660.0,1189762.0,140898.0,,97124.0,1500.0,271.0,69.0,2.0,,,
MD,Maryland,202003,2020-03-01,2020,Y,U,Y,5461.0,83496.0,88957.0,48132.0,5133.0,53265.0,622930.0,1335833.0,1194624.0,141209.0,,97564.0,1523.0,191.0,50.0,2.0,,,
MD,Maryland,202004,2020-04-01,2020,Y,U,Y,4662.0,65509.0,70171.0,37967.0,3197.0,41164.0,627010.0,1350607.0,1208467.0,142140.0,,84158.0,1250.0,151.0,31.0,7.0,,,
MD,Maryland,202005,2020-05-01,2020,Y,U,Y,3558.0,62328.0,65886.0,27954.0,1731.0,29685.0,630875.0,1362890.0,1220901.0,141989.0,,,,,,,,,
MD,Maryland,202006,2020-06-01,2020,Y,U,Y,3983.0,72988.0,76971.0,31380.0,1586.0,32966.0,636480.0,1377552.0,1235002.0,142550.0,,,,,,,,,
MD,Maryland,202007,2020-07-01,2020,Y,U,Y,4317.0,71753.0,76070.0,33135.0,1788.0,34923.0,641766.0,1392038.0,1248972.0,143066.0,,,,,,,,,
MD,Maryland,202008,2020-08-01,2020,Y,U,Y,5337.0,70468.0,75805.0,33121.0,1972.0,35093.0,646318.0,1405507.0,1262271.0,143236.0,,,,,,,,,
MD,Maryland,202009,2020-09-01,2020,Y,U,Y,5245.0,71935.0,77180.0,34556.0,1795.0,36351.0,649866.0,1418225.0,1274845.0,143380.0,,,,,,,,,
MD,Maryland,202010,2020-10-01,2020,Y,U,Y,4825.0,82881.0,87706.0,38128.0,1616.0,39744.0,653337.0,1430094.0,1286503.0,143591.0,,,,,,,,,
MD,Maryland,202011,2020-11-01,2020,Y,U,Y,3477.0,89669.0,93146.0,35138.0,1796.0,36934.0,656783.0,1443941.0,1300005.0,143936.0,,,,,,,,,
MD,Maryland,202012,2020-12-01,2020,Y,U,Y,3600.0,94238.0,97838.0,36760.0,2493.0,39253.0,661452.0,1461878.0,1317828.0,144050.0,,,,,,,,,
MD,Maryland,202101,2021-01-01,2021,Y,U,Y,3040.0,66648.0,69688.0,37818.0,3124.0,40942.0,664647.0,1473436.0,1330293.0,143143.0,,,,,,,,,
MD,Maryland,202102,2021-02-01,2021,Y,U,Y,1445.0,69635.0,71080.0,32909.0,1972.0,34881.0,667569.0,1483465.0,1340581.0,142884.0,,75793.0,1179.0,258.0,128.0,1.0,,,
MD,Maryland,202103,2021-03-01,2021,Y,U,Y,3406.0,68382.0,71788.0,29135.0,1536.0,30671.0,671035.0,1495285.0,1352569.0,142716.0,,59206.0,752.0,107.0,37.0,2.0,,,
MD,Maryland,202104,2021-04-01,2021,Y,U,Y,2696.0,79941.0,82637.0,34512.0,2410.0,36922.0,673642.0,1505113.0,1362006.0,143107.0,,71997.0,797.0,111.0,52.0,2.0,,,
MD,Maryland,202105,2021-05-01,2021,Y,U,Y,2651.0,70262.0,72913.0,31565.0,3398.0,34963.0,676048.0,1514069.0,1369435.0,144634.0,,,,,,,,,
MD,Maryland,202106,2021-06-01,2021,Y,U,Y,3010.0,71984.0,74994.0,38208.0,3127.0,41335.0,678961.0,1523891.0,1377552.0,146339.0,,,,,,,,,
MD,Maryland,202107,2021-07-01,2021,Y,U,Y,2946.0,70147.0,73093.0,34449.0,2744.0,37193.0,682162.0,1534076.0,1385978.0,148098.0,,,,,,,,,
MD,Maryland,202108,2021-08-01,2021,Y,U,Y,2391.0,75685.0,78076.0,41458.0,3575.0,45033.0,685906.0,1545932.0,1395826.0,150106.0,,,,,,,,,
MD,Maryland,202109,2021-09-01,2021,Y,U,Y,1925.0,74820.0,76745.0,40218.0,3233.0,43451.0,688959.0,1554542.0,1402648.0,151894.0,,,,,,,,,
MD,Maryland,202110,2021-10-01,2021,Y,U,Y,1194.0,80257.0,81451.0,43566.0,4023.0,47589.0,691823.0,1563867.0,1410271.0,153596.0,,,,,,,,,
MD,Maryland,202111,2021-11-01,2021,Y,U,Y,4723.0,89555.0,94278.0,39550.0,3060.0,42610.0,694169.0,1572390.0,1417022.0,155368.0,,,,,,,,,
MD,Maryland,202112,2021-12-01,2021,Y,U,Y,4146.0,85046.0,89192.0,37736.0,4375.0,42111.0,696786.0,1582312.0,1424999.0,157313.0,,,,,,,,,
MD,Maryland,202201,2022-01-01,2022,Y,U,Y,4323.0,86135.0,90458.0,37425.0,4242.0,41667.0,700039.0,1596257.0,1437329.0,158928.0,,75581.0,199.0,30.0,26.0,0.0,,,
MD,Maryland,202202,2022-02-01,2022,Y,U,Y,3421.0,64579.0,68000.0,35088.0,3987.0,39075.0,703178.0,1605744.0,1445504.0,160240.0,,70596.0,245.0,36.0,14.0,0.0,,,
MD,Maryland,202203,2022-03-01,2022,Y,U,Y,4836.0,66391.0,71227.0,36543.0,3812.0,40355.0,706436.0,1615588.0,1454835.0,160753.0,,69288.0,297.0,39.0,14.0,0.0,,,
MD,Maryland,202204,2022-04-01,2022,Y,U,Y,4528.0,59092.0,63620.0,36833.0,3590.0,40423.0,708713.0,1622660.0,1461888.0,160772.0,,69006.0,334.0,40.0,13.0,0.0,,,
MD,Maryland,202205,2022-05-01,2022,Y,U,Y,4528.0,61062.0,65590.0,32253.0,3038.0,35291.0,710285.0,1628180.0,1467362.0,160818.0,,63176.0,295.0,41.0,15.0,0.0,,,
MD,Maryland,202206,2022-06-01,2022,Y,U,Y,5132.0,68411.0,73543.0,31449.0,2674.0,34123.0,712883.0,1636369.0,1475099.0,161270.0,,65028.0,361.0,48.0,14.0,0.0,,,
MD,Maryland,202207,2022-07-01,2022,Y,U,Y,4373.0,65473.0,69846.0,36957.0,3334.0,40291.0,716064.0,1645951.0,1484201.0,161750.0,,72543.0,351.0,40.0,15.0,0.0,,,
MD,Maryland,202208,2022-08-01,2022,Y,U,Y,5141.0,65661.0,70802.0,34348.0,2958.0,37306.0,718968.0,1654583.0,1492159.0,162424.0,,67240.0,328.0,26.0,13.0,0.0,,,
MD,Maryland,202209,2022-09-01,2022,Y,U,Y,4568.0,66605.0,71173.0,33931.0,3226.0,37157.0,721288.0,1661447.0,1498404.0,163043.0,,67695.0,238.0,14.0,4.0,0.0,,,
MD,Maryland,202210,2022-10-01,2022,Y,U,Y,5172.0,74039.0,79211.0,33652.0,2871.0,36523.0,723964.0,1673179.0,1509033.0,164146.0,,70356.0,148.0,8.0,3.0,0.0,,,
MD,Maryland,202211,2022-11-01,2022,Y,U,Y,4612.0,87026.0,91638.0,33950.0,3041.0,36991.0,725800.0,1681420.0,1516806.0,164614.0,,71071.0,163.0,5.0,0.0,0.0,,,
MD,Maryland,202212,2022-12-01,2022,Y,U,Y,4312.0,84114.0,88426.0,35641.0,4137.0,39778.0,728020.0,1685151.0,1520188.0,164963.0,,69270.0,158.0,6.0,2.0,0.0,,,
MD,Maryland,202301,2023-01-01,2023,Y,U,Y,4824.0,84025.0,88849.0,35282.0,4037.0,39319.0,731447.0,1694894.0,1529076.0,165818.0,,68235.0,156.0,5.0,3.0,0.0,,,
MD,Maryland,202302,2023-02-01,2023,Y,U,Y,3799.0,68328.0,72127.0,48281.0,5469.0,53750.0,733160.0,1700615.0,1534299.0,166316.0,,78586.0,278.0,5.0,4.0,0.0,,,
MD,Maryland,202303,2023-03-01,2023,Y,U,Y,4311.0,77202.0,81513.0,40489.0,3954.0,44443.0,735548.0,1708368.0,1541682.0,166686.0,,59156.0,24.0,1.0,1.0,0.0,46658.0,1.0,0.062
MD,Maryland,202304,2023-04-01,2023,Y,U,Y,3484.0,71823.0,75307.0,48835.0,4846.0,53681.0,737212.0,1714118.0,1547213.0,166905.0,,71224.0,28.0,4.0,1.0,0.0,40210.0,1.0,0.039
MD,Maryland,202305,2023-05-01,2023,Y,U,Y,3906.0,87021.0,90927.0,56266.0,7631.0,63897.0,738882.0,1720320.0,1553328.0,166992.0,,131031.0,46.0,6.0,2.0,0.0,50488.0,1.0,0.067
MD,Maryland,202306,2023-06-01,2023,Y,U,Y,4492.0,93079.0,97571.0,54898.0,9274.0,64172.0,734373.0,1710790.0,1545094.0,165696.0,,100100.0,6946.0,97.0,23.0,0.0,56377.0,2.0,0.069
MD,Maryland,202307,2023-07-01,2023,Y,U,Y,4420.0,102508.0,106928.0,61343.0,10157.0,71500.0,728572.0,1697247.0,1534219.0,163028.0,,104778.0,7097.0,218.0,22.0,0.0,59696.0,3.0,0.119
MD,Maryland,202308,2023-08-01,2023,Y,U,Y,5332.0,116166.0,121498.0,68445.0,14083.0,82528.0,725520.0,1680346.0,1517416.0,162930.0,,130937.0,8404.0,739.0,78.0,0.0,72748.0,15.0,0.377
MD,Maryland,202309,2023-09-01,2023,Y,U,Y,4963.0,115661.0,120624.0,64699.0,9104.0,73803.0,725497.0,1675210.0,1511384.0,163826.0,,144588.0,8030.0,334.0,138.0,0.0,54063.0,10.0,0.256
MD,Maryland,202310,2023-10-01,2023,Y,U,Y,5983.0,138183.0,144166.0,61141.0,9414.0,70555.0,728691.0,1676985.0,1511687.0,165298.0,,104757.0,6847.0,243.0,127.0,0.0,60113.0,4.0,0.113
MD,Maryland,202311,2023-11-01,2023,Y,U,Y,5810.0,123685.0,129495.0,71888.0,12669.0,84557.0,728906.0,1680374.0,1520083.0,160291.0,,148137.0,7474.0,308.0,64.0,0.0,54980.0,1.0,0.041
MD,Maryland,202312,2023-12-01,2023,Y,U,Y,5290.0,150231.0,155521.0,103543.0,13928.0,117471.0,723990.0,1655673.0,1492813.0,162860.0,,186634.0,7435.0,317.0,89.0,0.0,67101.0,2.0,0.072
MD,Maryland,202401,2024-01-01,2024,Y,U,Y,6971.0,120286.0,127257.0,83878.0,14158.0,98036.0,715252.0,1624977.0,1463108.0,161869.0,,157898.0,8017.0,692.0,170.0,0.0,85079.0,6.0,0.164
MD,Maryland,202402,2024-02-01,2024,Y,U,Y,7575.0,101547.0,109122.0,68900.0,8914.0,77814.0,716262.0,1619895.0,1449595.0,170300.0,,107989.0,6389.0,547.0,132.0,0.0,59701.0,2.0,0.061
MD,Maryland,202403,2024-03-01,2024,Y,U,Y,6656.0,99411.0,106067.0,66254.0,8391.0,74645.0,719252.0,1621050.0,1446533.0,174517.0,,104564.0,6920.0,239.0,133.0,0.0,54052.0,1.0,0.048
MD,Maryland,202404,2024-04-01,2024,Y,U,Y,6684.0,94019.0,100703.0,67526.0,9296.0,76822.0,720918.0,1618864.0,1440297.0,178567.0,,108149.0,7008.0,184.0,40.0,0.0,52097.0,1.0,0.057
MD,Maryland,202405,2024-05-01,2024,Y,U,Y,6409.0,102013.0,108422.0,65794.0,9365.0,75159.0,720262.0,1611551.0,1430086.0,181465.0,,107771.0,5255.0,170.0,22.0,0.0,50290.0,2.0,0.064
MD,Maryland,202406,2024-06-01,2024,Y,U,Y,6013.0,102786.0,108799.0,64215.0,8448.0,72663.0,717723.0,1597426.0,1412262.0,185164.0,,102891.0,6708.0,99.0,33.0,0.0,45592.0,2.0,0.061
MD,Maryland,202407,2024-07-01,2024,Y,U,Y,7361.0,121098.0,128459.0,80365.0,10813.0,91178.0,703971.0,1576007.0,1386286.0,189721.0,872036.0,138257.0,16641.0,392.0,29.0,0.0,60467.0,2.0,0.076
MD,Maryland,202408,2024-08-01,2024,Y,U,Y,7459.0,188278.0,195737.0,81677.0,11804.0,93481.0,700907.0,1560517.0,1367750.0,192767.0,859610.0,132761.0,8064.0,462.0,18.0,0.0,59735.0,4.0,0.122
MD,Maryland,202409,2024-09-01,2024,Y,U,Y,6330.0,116944.0,123274.0,77236.0,11103.0,88339.0,700391.0,1549742.0,1353587.0,196155.0,849351.0,123827.0,8220.0,284.0,19.0,0.0,55668.0,11.0,0.267
MD,Maryland,202410,2024-10-01,2024,Y,U,Y,8352.0,136625.0,144977.0,87115.0,12830.0,99945.0,696747.0,1532900.0,1333688.0,199212.0,836153.0,141047.0,7713.0,260.0,15.0,0.0,64550.0,6.0,0.173
MD,Maryland,202411,2024-11-01,2024,Y,U,Y,6814.0,143250.0,150064.0,90416.0,17626.0,108042.0,695295.0,1520691.0,1320230.0,200461.0,825396.0,186876.0,4858.0,2592.0,205.0,0.0,66536.0,11.0,0.253
MD,Maryland,202412,2024-12-01,2024,Y,U,Y,6985.0,173897.0,180882.0,132994.0,19853.0,152847.0,685960.0,1489846.0,1291976.0,197870.0,803886.0,242445.0,5861.0,2100.0,15.0,0.0,87478.0,16.0,0.309
MD,Maryland,202501,2025-01-01,2025,Y,U,Y,6727.0,137913.0,144640.0,102543.0,18393.0,120936.0,684151.0,1477244.0,1277393.0,199851.0,793093.0,191465.0,5841.0,1739.0,65.0,0.0,97729.0,19.0,0.342
MD,Maryland,202502,2025-02-01,2025,Y,U,Y,6238.0,113614.0,119852.0,88226.0,13004.0,101230.0,682159.0,1460943.0,1258976.0,201967.0,778784.0,136658.0,5149.0,833.0,69.0,0.0,66948.0,13.0,0.275
MD,Maryland,202503,2025-03-01,2025,Y,U,Y,7117.0,118074.0,125191.0,86364.0,13081.0,99445.0,682942.0,1453118.0,1248720.0,204398.0,770176.0,141258.0,6209.0,2411.0,35.0,0.0,68636.0,9.0,0.208
MD,Maryland,202504,2025-04-01,2025,Y,U,Y,6559.0,116965.0,123524.0,83533.0,12430.0,95963.0,683578.0,1444536.0,1238876.0,205660.0,760958.0,134921.0,6648.0,2027.0,22.0,0.0,65686.0,3.0,0.075
MD,Maryland,202505,2025-05-01,2025,Y,U,Y,6425.0,119953.0,126378.0,79925.0,12147.0,92072.0,682133.0,1434297.0,1228521.0,205776.0,752164.0,129028.0,8211.0,267.0,29.0,0.0,60811.0,1.0,0.033
MD,Maryland,202506,2025-06-01,2025,Y,U,Y,6336.0,124264.0,130600.0,77041.0,12039.0,89080.0,681758.0,1433995.0,1228932.0,205063.0,752237.0,125878.0,7899.0,167.0,15.0,0.0,57658.0,2.0,0.044
MD,Maryland,202507,2025-07-01,2025,Y,U,Y,11142.0,145910.0,157052.0,97477.0,12915.0,110392.0,679068.0,1424578.0,1221209.0,203369.0,745510.0,148358.0,9021.0,231.0,18.0,0.0,68351.0,2.0,0.076
MD,Maryland,202508,2025-08-01,2025,Y,U,Y,10164.0,137810.0,147974.0,90067.0,12308.0,102375.0,678222.0,1421219.0,1219178.0,202041.0,742997.0,139250.0,8342.0,218.0,25.0,0.0,62540.0,2.0,0.05
MD,Maryland,202509,2025-09-01,2025,Y,U,Y,10865.0,146871.0,157736.0,95689.0,12553.0,108242.0,677589.0,1419315.0,1218641.0,200674.0,741726.0,146505.0,8261.0,212.0,18.0,0.0,65196.0,3.0,0.09
MD,Maryland,202510,2025-10-01,2025,Y,U,Y,10499.0,147380.0,157879.0,93794.0,12799.0,106593.0,674948.0,1410807.0,1212370.0,198437.0,735859.0,145124.0,7994.0,241.0,21.0,0.0,65506.0,2.0,0.05
MD,Maryland,202511,2025-11-01,2025,Y,U,Y,8892.0,158626.0,167518.0,98886.0,18737.0,117623.0,673736.0,1407895.0,1209670.0,198225.0,734159.0,202142.0,7533.0,1611.0,9.0,0.0,63310.0,4.0,0.098
MD,Maryland,202512,2025-12-01,2025,Y,U,Y,10982.0,160434.0,171416.0,109258.0,20844.0,130102.0,672924.0,1406894.0,1208676.0,198218.0,733970.0,223077.0,6382.0,1855.0,20.0,0.0,75954.0,3.0,0.084
MD,Maryland,202601,2026-01-01,2026,Y,U,Y,11614.0,140671.0,152285.0,100551.0,18122.0,118673.0,669982.0,1401306.0,1204208.0,197098.0,731324.0,186106.0,5897.0,1869.0,33.0,0.0,78159.0,4.0,0.095
MD,Maryland,202602,2026-02-01,2026,Y,P,N,10400.0,124190.0,134590.0,83117.0,11225.0,94342.0,664200.0,1388290.0,1192846.0,195444.0,724090.0,130116.0,4325.0,534.0,116.0,0.0,61647.0,2.0,0.047
ME,Maine,201901,2019-01-01,2019,Y,U,Y,9522.0,0.0,9522.0,9420.0,531.0,9951.0,108335.0,242300.0,231495.0,10805.0,,,,,,,,,
ME,Maine,201902,2019-02-01,2019,Y,U,Y,7843.0,0.0,7843.0,9114.0,644.0,9758.0,108303.0,245584.0,234628.0,10956.0,,691.0,372.0,1162.0,822.0,8635.0,,,
ME,Maine,201903,2019-03-01,2019,Y,U,Y,8118.0,0.0,8118.0,10924.0,511.0,11435.0,108163.0,248538.0,237408.0,11130.0,,872.0,380.0,924.0,7353.0,3134.0,,,
ME,Maine,201904,2019-04-01,2019,Y,U,Y,7784.0,0.0,7784.0,10662.0,616.0,11278.0,108149.0,250604.0,239361.0,11243.0,,912.0,426.0,909.0,542.0,9110.0,,,
ME,Maine,201905,2019-05-01,2019,Y,U,Y,7317.0,0.0,7317.0,11771.0,673.0,12444.0,107921.0,252018.0,240656.0,11362.0,,,,,,,,,
ME,Maine,201906,2019-06-01,2019,Y,U,Y,6582.0,0.0,6582.0,11653.0,612.0,12265.0,108080.0,254957.0,243528.0,11429.0,,,,,,,,,
ME,Maine,201907,2019-07-01,2019,Y,U,Y,7035.0,0.0,7035.0,12969.0,612.0,13581.0,108204.0,257603.0,245931.0,11672.0,,,,,,,,,
ME,Maine,201908,2019-08-01,2019,Y,U,Y,6807.0,0.0,6807.0,12005.0,674.0,12679.0,108142.0,258555.0,246929.0,11626.0,,,,,,,,,
ME,Maine,201909,2019-09-01,2019,Y,U,Y,6453.0,0.0,6453.0,11074.0,781.0,11855.0,108089.0,259396.0,247755.0,11641.0,,,,,,,,,
ME,Maine,201910,2019-10-01,2019,Y,U,Y,7036.0,0.0,7036.0,12001.0,725.0,12726.0,107883.0,260536.0,248779.0,11757.0,,,,,,,,,
ME,Maine,201911,2019-11-01,2019,Y,U,Y,6287.0,0.0,6287.0,10727.0,770.0,11497.0,107909.0,262638.0,250750.0,11888.0,,,,,,,,,
ME,Maine,201912,2019-12-01,2019,Y,U,Y,6375.0,0.0,6375.0,9740.0,638.0,10378.0,108130.0,264424.0,252616.0,11808.0,,,,,,,,,
ME,Maine,202001,2020-01-01,2020,Y,U,Y,7764.0,0.0,7764.0,11787.0,727.0,12514.0,107936.0,264849.0,253013.0,11836.0,,,,,,,,,
ME,Maine,202002,2020-02-01,2020,Y,U,Y,5866.0,0.0,5866.0,10285.0,627.0,10912.0,108717.0,267482.0,255505.0,11977.0,,742.0,417.0,1554.0,7132.0,3028.0,,,
ME,Maine,202003,2020-03-01,2020,Y,U,Y,6880.0,0.0,6880.0,13151.0,874.0,14025.0,110770.0,274352.0,262165.0,12187.0,,1045.0,1298.0,9670.0,1119.0,2047.0,,,
ME,Maine,202004,2020-04-01,2020,Y,U,Y,7057.0,0.0,7057.0,8889.0,402.0,9291.0,112129.0,276076.0,263793.0,12283.0,,1402.0,5215.0,1715.0,356.0,1020.0,,,
ME,Maine,202005,2020-05-01,2020,Y,U,Y,5476.0,0.0,5476.0,7228.0,307.0,7535.0,113551.0,283426.0,271024.0,12402.0,,,,,,,,,
ME,Maine,202006,2020-06-01,2020,Y,U,Y,0.0,0.0,0.0,7890.0,426.0,8316.0,114898.0,287654.0,275241.0,12413.0,,,,,,,,,
ME,Maine,202007,2020-07-01,2020,Y,U,Y,5951.0,0.0,5951.0,7202.0,404.0,7606.0,116176.0,291569.0,278925.0,12644.0,,,,,,,,,
ME,Maine,202008,2020-08-01,2020,Y,U,Y,4485.0,0.0,4485.0,6711.0,404.0,7115.0,117278.0,295180.0,282405.0,12775.0,,,,,,,,,
ME,Maine,202009,2020-09-01,2020,Y,U,Y,5644.0,0.0,5644.0,6534.0,279.0,6813.0,118251.0,298620.0,285699.0,12921.0,,,,,,,,,
