latest_reporting_month,latest_total_medicaid_chip_enrollment,latest_medicaid_enrollment,latest_chip_enrollment,peak_enrollment_month,peak_total_medicaid_chip_enrollment,change_from_peak,percent_change_from_peak,latest_applications_submitted,latest_total_determinations,state_dc_count,total_review_flags,enrollment_change_flag_count,applications_spike_flag_count,determinations_spike_flag_count,latest_month_preliminary_flag_count,high_missingness_flag_count,interpretation_note
2026-02-01,74877742.0,67650084.0,7227658.0,2023-04-01,94663019.0,-19785277.000000,-20.900746,2460804.0,1601892.0,51,1026,226,363,335,51,51,National monitoring summary is descriptive and does not identify causal policy effects.
